gene_id	external_id	source	url	name
NCBI_140894	140894	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/140894	Cnbd2
NCBI_56892	56892	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/56892	Tcim
NCBI_10859	10859	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/10859	Lilrb1
NCBI_654350	654350	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/654350	Rpl9p25
NCBI_203547	203547	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/203547	Vma21
NCBI_732538	732538	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/732538	Fbxo36p1
NCBI_26687	26687	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/26687	Or4e1
NCBI_28411	28411	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/28411	Ighv3-71
NCBI_51471	51471	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/51471	Nat8b
NCBI_130075	130075	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/130075	Or9a4
NCBI_140875	140875	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/140875	Linc00028
NCBI_112714	112714	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/112714	Tuba3e
NCBI_106481319	106481319	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/106481319	Rnu6-446p
NCBI_220885	220885	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/220885	Rpsap15
NCBI_677834	677834	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/677834	Snora55
NCBI_1788	1788	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/1788	Dnmt3a
NCBI_3217	3217	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/3217	Hoxb7
NCBI_102465136	102465136	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/102465136	Mir378j
NCBI_9117	9117	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/9117	Sec22c
NCBI_222962	222962	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/222962	Slc29a4
NCBI_83891	83891	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/83891	Snx25
NCBI_347454	347454	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/347454	Sowahd
NCBI_282991	282991	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/282991	Bloc1s2
NCBI_729956	729956	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/729956	Shisa7
NCBI_114926	114926	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/114926	Smim19
NCBI_54988	54988	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/54988	Acsm5
NCBI_3671	3671	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/3671	Islr
NCBI_100289133	100289133	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/100289133	Krt8p32
NCBI_140732	140732	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/140732	Sun5
NCBI_129684	129684	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/129684	Cntnap5
NCBI_100129032	100129032	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/100129032	Glyatl1p1
NCBI_79724	79724	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/79724	Znf768
NCBI_168455	168455	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/168455	Ccdc71l
NCBI_6124	6124	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/6124	Rpl4
NCBI_10076	10076	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/10076	Ptpru
NCBI_64216	64216	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/64216	Tfb2m
NCBI_767557	767557	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/767557	Sys1-dbndd2
NCBI_2574	2574	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/2574	Gage2c
NCBI_100129075	100129075	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/100129075	Ktn1-as1
NCBI_26	26	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/26	Aoc1
NCBI_94233	94233	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/94233	Opn4
NCBI_3906	3906	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/3906	Lalba
NCBI_6345	6345	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/6345	Srl
NCBI_100500890	100500890	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/100500890	Mir3611
NCBI_79905	79905	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/79905	Tmc7
NCBI_112574	112574	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/112574	Snx18
NCBI_106481040	106481040	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/106481040	Rn7sl430p
NCBI_100302213	100302213	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/100302213	Mir1181
NCBI_1230	1230	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/1230	Ccr1
NCBI_392197	392197	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/392197	Usp17l7
NCBI_23043	23043	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/23043	Tnik
NCBI_60506	60506	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/60506	Nyx
NCBI_163154	163154	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/163154	Prr22
NCBI_339344	339344	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/339344	Mypop
NCBI_400550	400550	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/400550	Fendrr
NCBI_7322	7322	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/7322	Ube2d2
NCBI_23242	23242	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/23242	Cobl
NCBI_55240	55240	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/55240	Steap3
NCBI_23705	23705	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/23705	Cadm1
NCBI_9369	9369	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/9369	Nrxn3
NCBI_51750	51750	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/51750	Rtel1
NCBI_106480503	106480503	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/106480503	Rn7sl344p
NCBI_23210	23210	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/23210	Jmjd6
NCBI_9143	9143	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/9143	Syngr3
NCBI_23389	23389	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/23389	Med13l
NCBI_54534	54534	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/54534	Mrpl50
NCBI_100423036	100423036	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/100423036	Mir2355
NCBI_22949	22949	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/22949	Ptgr1
NCBI_4548	4548	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/4548	Mtr
NCBI_119016	119016	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/119016	Agap4
NCBI_164091	164091	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/164091	Paqr7
NCBI_10612	10612	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/10612	Trim3
NCBI_2286	2286	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/2286	Fkbp2
NCBI_84918	84918	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/84918	Lrp11
NCBI_106481460	106481460	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/106481460	Rnu6-892p
NCBI_100009676	100009676	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/100009676	Zbtb11-as1
NCBI_79899	79899	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/79899	Prr5l
NCBI_2184	2184	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/2184	Fah
NCBI_203562	203562	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/203562	Tmem31
NCBI_5366	5366	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/5366	Pmaip1
NCBI_100873381	100873381	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/100873381	Rna5sp111
NCBI_9878	9878	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/9878	Tox4
NCBI_55156	55156	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/55156	Armc1
NCBI_79955	79955	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/79955	Pdzd7
NCBI_2229	2229	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/2229	Fdpsp5
NCBI_4907	4907	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/4907	Nt5e
NCBI_6786	6786	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/6786	Stim1
NCBI_440823	440823	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/440823	Miat
NCBI_116985	116985	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/116985	Arap1
NCBI_653240	653240	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/653240	Krtap4-11
NCBI_28991	28991	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/28991	Commd5
NCBI_101929059	101929059	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/101929059	Zim2-as1
NCBI_100302113	100302113	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/100302113	Mir1200
NCBI_83590	83590	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/83590	Tmub1
NCBI_9604	9604	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/9604	Rnf14
NCBI_100862688	100862688	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/100862688	Ervk-11
NCBI_100126349	100126349	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/100126349	Mir921
NCBI_100873379	100873379	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/100873379	Rna5sp109
NCBI_10332	10332	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/10332	Clec4m
NCBI_30832	30832	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/30832	Znf354c
NCBI_7124	7124	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/7124	Tnf
NCBI_3796	3796	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/3796	Kif2a
NCBI_2852	2852	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/2852	Gper1
NCBI_9749	9749	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/9749	Phactr2
NCBI_3625	3625	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/3625	Inhbb
NCBI_79882	79882	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/79882	Zc3h14
NCBI_28512	28512	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/28512	Nkiras1
NCBI_4593	4593	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/4593	Musk
NCBI_3428	3428	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/3428	Ifi16
NCBI_57544	57544	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/57544	Txndc16
NCBI_340811	340811	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/340811	Akr1c8p
NCBI_8361	8361	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/8361	H4c6
NCBI_9902	9902	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/9902	Mrc2
NCBI_3371	3371	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/3371	Tnc
NCBI_348825	348825	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/348825	Tprxl
NCBI_285605	285605	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/285605	Dtwd2
NCBI_1986	1986	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/1986	Eif5ap2
NCBI_28974	28974	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/28974	C19orf53
NCBI_1044	1044	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/1044	Cdx1
NCBI_5486	5486	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/5486	Ppiap14
NCBI_2578	2578	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/2578	Gage6
NCBI_857	857	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/857	Cav1
NCBI_106481623	106481623	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/106481623	Rnu1-103p
NCBI_4258	4258	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/4258	Mgst2
NCBI_101928616	101928616	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/101928616	Linc00354
NCBI_191585	191585	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/191585	Plac4
NCBI_102465502	102465502	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/102465502	Mir6835
NCBI_106480211	106480211	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/106480211	Rnu2-33p
NCBI_100271627	100271627	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/100271627	Rpl23ap81
NCBI_6710	6710	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/6710	Sptb
NCBI_5272	5272	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/5272	Serpinb9
NCBI_6137	6137	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/6137	Rpl13
NCBI_102466271	102466271	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/102466271	Mir6893
NCBI_127665	127665	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/127665	Znf648
NCBI_55471	55471	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/55471	Ndufaf7
NCBI_1188	1188	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/1188	Clcnkb
NCBI_441869	441869	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/441869	Ankrd65
NCBI_55000	55000	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/55000	Tug1
NCBI_127064	127064	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/127064	Or2t12
NCBI_2313	2313	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/2313	Fli1
NCBI_79152	79152	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/79152	Fa2h
NCBI_23005	23005	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/23005	Mapkbp1
NCBI_4161	4161	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/4161	Mc5r
NCBI_2241	2241	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/2241	Fer
NCBI_3251	3251	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/3251	Hprt1
NCBI_79731	79731	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/79731	Nars2
NCBI_8814	8814	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/8814	Cdkl1
NCBI_5877	5877	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/5877	Rabif
NCBI_4835	4835	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/4835	Nqo2
NCBI_344167	344167	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/344167	Foxi3
NCBI_2752	2752	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/2752	Glul
NCBI_27154	27154	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/27154	Brpf3
NCBI_8559	8559	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/8559	Prpf18
NCBI_96626	96626	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/96626	Lims3
NCBI_106480049	106480049	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/106480049	Rnu6-1100p
NCBI_5635	5635	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/5635	Prpsap1
NCBI_106479645	106479645	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/106479645	Rnu6-178p
NCBI_554234	554234	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/554234	Rpl36ap40
NCBI_727857	727857	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/727857	Bhlha9
NCBI_100	100	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/100	Ada
NCBI_100847028	100847028	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/100847028	Mir5587
NCBI_64793	64793	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/64793	Cep85
NCBI_84333	84333	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/84333	Pcgf5
NCBI_23403	23403	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/23403	Fbxo46
NCBI_399665	399665	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/399665	Fam102a
NCBI_5052	5052	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/5052	Prdx1
NCBI_84848	84848	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/84848	Mir503hg
NCBI_619564	619564	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/619564	Snord72
NCBI_221264	221264	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/221264	Ak9
NCBI_130507	130507	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/130507	Ubr3
NCBI_83481	83481	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/83481	Eppk1
NCBI_729085	729085	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/729085	Gask1a
NCBI_55615	55615	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/55615	Prr5
NCBI_54869	54869	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/54869	Eps8l1
NCBI_390363	390363	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/390363	Clic1p1
NCBI_100505659	100505659	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/100505659	Linc00967
NCBI_80149	80149	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/80149	Zc3h12a
NCBI_147746	147746	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/147746	Hipk4
NCBI_2720	2720	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/2720	Glb1
NCBI_139818	139818	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/139818	Dock11
NCBI_25819	25819	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/25819	Noct
NCBI_3964	3964	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/3964	Lgals8
NCBI_5942	5942	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/5942	Rbmy1c
NCBI_100874034	100874034	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/100874034	Ubxn7-as1
NCBI_4125	4125	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/4125	Man2b1
NCBI_677681	677681	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/677681	Scarna20
NCBI_100271363	100271363	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/100271363	Rps17p15
NCBI_114883	114883	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/114883	Osbpl9
NCBI_158222	158222	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/158222	Ldhap4
NCBI_127495	127495	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/127495	Lrrc39
NCBI_3596	3596	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/3596	Il13
NCBI_64131	64131	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/64131	Xylt1
NCBI_56926	56926	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/56926	Ncln
NCBI_9349	9349	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/9349	Rpl23
NCBI_6036	6036	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/6036	Rnase2
NCBI_100422997	100422997	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/100422997	Mir4257
NCBI_9044	9044	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/9044	Btaf1
NCBI_388610	388610	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/388610	Trnp1
NCBI_200726	200726	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/200726	Fam237a
NCBI_2595	2595	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/2595	Ganc
NCBI_159091	159091	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/159091	Pabir3
NCBI_9581	9581	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/9581	Prepl
NCBI_26099	26099	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/26099	Szrd1
NCBI_6392	6392	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/6392	Sdhd
NCBI_285590	285590	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/285590	Sh3pxd2b
NCBI_57677	57677	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/57677	Zfp14
NCBI_3269	3269	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/3269	Hrh1
NCBI_106479346	106479346	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/106479346	Rn7sl336p
NCBI_5191	5191	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/5191	Pex7
NCBI_4511	4511	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/4511	Mt-tc
NCBI_5879	5879	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/5879	Rac1
NCBI_60412	60412	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/60412	Exoc4
NCBI_51639	51639	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/51639	Sf3b6
NCBI_283	283	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/283	Ang
NCBI_10871	10871	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/10871	Cd300c
NCBI_22981	22981	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/22981	Ninl
NCBI_319093	319093	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/319093	Rhoqp1
NCBI_472	472	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/472	Atm
NCBI_100128554	100128554	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/100128554	Linc02347
NCBI_54742	54742	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/54742	Ly6k
NCBI_28476	28476	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/28476	Ighj5
NCBI_90987	90987	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/90987	Znf251
NCBI_729658	729658	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/729658	Pacrg-as3
NCBI_6866	6866	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/6866	Tac3
NCBI_56244	56244	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/56244	Btnl2
NCBI_131540	131540	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/131540	Zdhhc19
NCBI_6517	6517	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/6517	Slc2a4
NCBI_118924	118924	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/118924	Fra10ac1
NCBI_23484	23484	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/23484	Leprotl1
NCBI_27201	27201	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/27201	Gpr78
NCBI_202	202	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/202	Crybg1
NCBI_106480234	106480234	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/106480234	Hnrnpa3p15
NCBI_6814	6814	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/6814	Stxbp3
NCBI_84876	84876	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/84876	Orai1
NCBI_10890	10890	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/10890	Rab10
NCBI_64222	64222	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/64222	Tor3a
NCBI_106479383	106479383	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/106479383	Rn7sl441p
NCBI_253559	253559	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/253559	Cadm2
NCBI_4063	4063	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/4063	Ly9
NCBI_51377	51377	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/51377	Uchl5
NCBI_643812	643812	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/643812	Krtap27-1
NCBI_51586	51586	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/51586	Med15
NCBI_374	374	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/374	Areg
NCBI_55172	55172	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/55172	Dnaaf2
NCBI_222223	222223	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/222223	Elapor2
NCBI_8778	8778	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/8778	Siglec5
NCBI_51020	51020	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/51020	Hddc2
NCBI_1965	1965	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/1965	Eif2s1
NCBI_85319	85319	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/85319	Bage2
NCBI_399512	399512	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/399512	Slc25a35
NCBI_143662	143662	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/143662	Muc15
NCBI_643827	643827	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/643827	Cntnap3p2
