disease_id	external_id	source	url	name
MONDO_grouped_44724_9787_12435_9611_44723_9610_17359	MONDO:grouped_44724_9787_12435_9611_44723_9610_17359	MONDO	https://monarchinitiative.org/disease/MONDO:grouped_44724_9787_12435_9611_44723_9610_17359	3-methylglutaconic Aciduria
MONDO_17161	MONDO:0017161	MONDO	https://monarchinitiative.org/disease/MONDO:0017161	Frontotemporal Dementia With Motor Neuron Disease
MONDO_11347	MONDO:0011347	MONDO	https://monarchinitiative.org/disease/MONDO:0011347	Craniosynostosis With Ectopia Lentis
MONDO_11373	MONDO:0011373	MONDO	https://monarchinitiative.org/disease/MONDO:0011373	Urinary Tract Infections, Recurrent, Susceptibility To
MONDO_11953	MONDO:0011953	MONDO	https://monarchinitiative.org/disease/MONDO:0011953	Familial Acute Necrotizing Encephalopathy
MONDO_10153	MONDO:0010153	MONDO	https://monarchinitiative.org/disease/MONDO:0010153	Trichoodontoonychial Dysplasia
MONDO_5146	MONDO:0005146	MONDO	https://monarchinitiative.org/disease/MONDO:0005146	Post-traumatic Stress Disorder
MONDO_16212	MONDO:0016212	MONDO	https://monarchinitiative.org/disease/MONDO:0016212	Cyclosporosis
MONDO_100053	MONDO:0100053	MONDO	https://monarchinitiative.org/disease/MONDO:0100053	Anaphylaxis
MONDO_grouped_100058_9385	MONDO:grouped_100058_9385	MONDO	https://monarchinitiative.org/disease/MONDO:grouped_100058_9385	Hypervalinemia And Hyperleucine-isoleucinemia
MONDO_11686	MONDO:0011686	MONDO	https://monarchinitiative.org/disease/MONDO:0011686	Dna Ligase Iv Deficiency
MONDO_24422	MONDO:0024422	MONDO	https://monarchinitiative.org/disease/MONDO:0024422	Auditory Perceptual Disorders
MONDO_15546	MONDO:0015546	MONDO	https://monarchinitiative.org/disease/MONDO:0015546	Non-distal Monosomy 10q
MONDO_20417	MONDO:0020417	MONDO	https://monarchinitiative.org/disease/MONDO:0020417	Right Aortic Arch (disease)
MONDO_14873	MONDO:0014873	MONDO	https://monarchinitiative.org/disease/MONDO:0014873	Nevus Comedonicus Syndrome
MONDO_13890	MONDO:0013890	MONDO	https://monarchinitiative.org/disease/MONDO:0013890	Congenital Myopathy With Internal Nuclei And Atypical Cores
MONDO_22428	MONDO:0022428	MONDO	https://monarchinitiative.org/disease/MONDO:0022428	Aluminosis
MONDO_10523	MONDO:0010523	MONDO	https://monarchinitiative.org/disease/MONDO:0010523	X-linked Reticulate Pigmentary Disorder
MONDO_8425	MONDO:0008425	MONDO	https://monarchinitiative.org/disease/MONDO:0008425	Omphalocele Syndrome, Shprintzen-goldberg Type
MONDO_44646	MONDO:0044646	MONDO	https://monarchinitiative.org/disease/MONDO:0044646	Early-onset Progressive Diffuse Brain Atrophy-microcephaly-muscle Weakness-optic Atrophy Syndrome
MONDO_17314	MONDO:0017314	MONDO	https://monarchinitiative.org/disease/MONDO:0017314	Ehlers-danlos Syndrome, Vascular Type
MONDO_16158	MONDO:0016158	MONDO	https://monarchinitiative.org/disease/MONDO:0016158	Narcolepsy-cataplexy Syndrome
MONDO_19451	MONDO:0019451	MONDO	https://monarchinitiative.org/disease/MONDO:0019451	Chronic Neutrophilic Leukemia
MONDO_30042	MONDO:0030042	MONDO	https://monarchinitiative.org/disease/MONDO:0030042	Proteinuria, Chronic Benign
MONDO_17659	MONDO:0017659	MONDO	https://monarchinitiative.org/disease/MONDO:0017659	Sporadic Hyperekplexia
MONDO_5187	MONDO:0005187	MONDO	https://monarchinitiative.org/disease/MONDO:0005187	Human Herpesvirus 8 Infection
MONDO_9520	MONDO:0009520	MONDO	https://monarchinitiative.org/disease/MONDO:0009520	3-hydroxy-3-methylglutaric Aciduria
MONDO_4981	MONDO:0004981	MONDO	https://monarchinitiative.org/disease/MONDO:0004981	Atrial Fibrillation (disease)
MONDO_3315	MONDO:0003315	MONDO	https://monarchinitiative.org/disease/MONDO:0003315	Endometrium Carcinoma In Situ
MONDO_19955	MONDO:0019955	MONDO	https://monarchinitiative.org/disease/MONDO:0019955	Grfoma
MONDO_1084	MONDO:0001084	MONDO	https://monarchinitiative.org/disease/MONDO:0001084	Primary Optic Atrophy
MONDO_4156	MONDO:0004156	MONDO	https://monarchinitiative.org/disease/MONDO:0004156	Pancreatic Mucinous Cystadenocarcinoma
MONDO_17898	MONDO:0017898	MONDO	https://monarchinitiative.org/disease/MONDO:0017898	Autosomal Recessive Mendelian Susceptibility To Mycobacterial Diseases Due To A Partial Deficiency
MONDO_20273	MONDO:0020273	MONDO	https://monarchinitiative.org/disease/MONDO:0020273	Disease With Potential Neoplastic Degeneration Associated With Ocular Features
MONDO_9831	MONDO:0009831	MONDO	https://monarchinitiative.org/disease/MONDO:0009831	Malignant Pancreatic Neoplasm
MONDO_100013	MONDO:0100013	MONDO	https://monarchinitiative.org/disease/MONDO:0100013	Paratenonitis With Tendinosis
MONDO_18761	MONDO:0018761	MONDO	https://monarchinitiative.org/disease/MONDO:0018761	Smarca4-deficient Sarcoma Of Thorax
MONDO_41656	MONDO:0041656	MONDO	https://monarchinitiative.org/disease/MONDO:0041656	St-elevation Myocardial Infarction
MONDO_42604	MONDO:0042604	MONDO	https://monarchinitiative.org/disease/MONDO:0042604	Sandhaus-ben-ami Syndrome
MONDO_17292	MONDO:0017292	MONDO	https://monarchinitiative.org/disease/MONDO:0017292	Well-differentiated Fetal Adenocarcinoma Of The Lung
MONDO_9965	MONDO:0009965	MONDO	https://monarchinitiative.org/disease/MONDO:0009965	Perlman Syndrome
MONDO_12559	MONDO:0012559	MONDO	https://monarchinitiative.org/disease/MONDO:0012559	Primary Immunodeficiency Syndrome Due To P14 Deficiency
MONDO_4862	MONDO:0004862	MONDO	https://monarchinitiative.org/disease/MONDO:0004862	Vitreous Abscess
MONDO_873	MONDO:0000873	MONDO	https://monarchinitiative.org/disease/MONDO:0000873	Lymphoblastic Lymphoma
MONDO_10158	MONDO:0010158	MONDO	https://monarchinitiative.org/disease/MONDO:0010158	T-substance Anomaly
MONDO_4847	MONDO:0004847	MONDO	https://monarchinitiative.org/disease/MONDO:0004847	Senile Cataract
MONDO_8663	MONDO:0008663	MONDO	https://monarchinitiative.org/disease/MONDO:0008663	Snowflake Vitreoretinal Degeneration
MONDO_7390	MONDO:0007390	MONDO	https://monarchinitiative.org/disease/MONDO:0007390	Coumarin Resistance
MONDO_19736	MONDO:0019736	MONDO	https://monarchinitiative.org/disease/MONDO:0019736	Dense Deposit Disease
MONDO_21248	MONDO:0021248	MONDO	https://monarchinitiative.org/disease/MONDO:0021248	Nervous System Neoplasm
MONDO_21576	MONDO:0021576	MONDO	https://monarchinitiative.org/disease/MONDO:0021576	Fallopian Tube Endometrioid Tumor
MONDO_22470	MONDO:0022470	MONDO	https://monarchinitiative.org/disease/MONDO:0022470	Aortic Dissection Lentiginosis
MONDO_18447	MONDO:0018447	MONDO	https://monarchinitiative.org/disease/MONDO:0018447	Chondromyxoid Fibroma
MONDO_2039	MONDO:0002039	MONDO	https://monarchinitiative.org/disease/MONDO:0002039	Cognitive Disorder
MONDO_19266	MONDO:0019266	MONDO	https://monarchinitiative.org/disease/MONDO:0019266	Sapho Syndrome
MONDO_10264	MONDO:0010264	MONDO	https://monarchinitiative.org/disease/MONDO:0010264	X-linked Adrenal Hypoplasia Congenita
MONDO_9229	MONDO:0009229	MONDO	https://monarchinitiative.org/disease/MONDO:0009229	Hyaline Fibromatosis Syndrome
MONDO_25303	MONDO:0025303	MONDO	https://monarchinitiative.org/disease/MONDO:0025303	Anaplasmosis
MONDO_3312	MONDO:0003312	MONDO	https://monarchinitiative.org/disease/MONDO:0003312	Ovarian Endometrioid Stromal And Related Neoplasms
MONDO_424	MONDO:0000424	MONDO	https://monarchinitiative.org/disease/MONDO:0000424	Inborn Vitamin B12 Deficiency (disease)
MONDO_10462	MONDO:0010462	MONDO	https://monarchinitiative.org/disease/MONDO:0010462	Syndromic X-linked Intellectual Disability Chudley-schwartz Type
MONDO_20321	MONDO:0020321	MONDO	https://monarchinitiative.org/disease/MONDO:0020321	Acute Undifferentiated Leukemia
MONDO_565	MONDO:0000565	MONDO	https://monarchinitiative.org/disease/MONDO:0000565	Infective Endocarditis
MONDO_21559	MONDO:0021559	MONDO	https://monarchinitiative.org/disease/MONDO:0021559	Non-autoimmune Hemolytic Anemia
MONDO_13960	MONDO:0013960	MONDO	https://monarchinitiative.org/disease/MONDO:0013960	Sinoatrial Node Dysfunction And Deafness
MONDO_16979	MONDO:0016979	MONDO	https://monarchinitiative.org/disease/MONDO:0016979	Mrcs Syndrome
MONDO_12177	MONDO:0012177	MONDO	https://monarchinitiative.org/disease/MONDO:0012177	Posterior Column Ataxia-retinitis Pigmentosa Syndrome
MONDO_17010	MONDO:0017010	MONDO	https://monarchinitiative.org/disease/MONDO:0017010	Partial Duplication Of The Long Arm Of Chromosome X
MONDO_7412	MONDO:0007412	MONDO	https://monarchinitiative.org/disease/MONDO:0007412	Beare-stevenson Cutis Gyrata Syndrome
MONDO_5544	MONDO:0005544	MONDO	https://monarchinitiative.org/disease/MONDO:0005544	Hippocampal Sclerosis Of Aging
MONDO_22022	MONDO:0022022	MONDO	https://monarchinitiative.org/disease/MONDO:0022022	Bowenoid Papulosis
MONDO_15658	MONDO:0015658	MONDO	https://monarchinitiative.org/disease/MONDO:0015658	Cerebral Diseases Of Vascular Origin With Epilepsy
MONDO_10235	MONDO:0010235	MONDO	https://monarchinitiative.org/disease/MONDO:0010235	X-linked Intellectual Disability-psychosis-macroorchidism Syndrome
MONDO_1048	MONDO:0001048	MONDO	https://monarchinitiative.org/disease/MONDO:0001048	Orbital Granuloma
MONDO_10403	MONDO:0010403	MONDO	https://monarchinitiative.org/disease/MONDO:0010403	Albinism-deafness Syndrome
MONDO_18304	MONDO:0018304	MONDO	https://monarchinitiative.org/disease/MONDO:0018304	Schnitzler Syndrome
MONDO_9246	MONDO:0009246	MONDO	https://monarchinitiative.org/disease/MONDO:0009246	Friedreich Ataxia And Congenital Glaucoma
MONDO_grouped_10555_20603_10556	MONDO:grouped_10555_20603_10556	MONDO	https://monarchinitiative.org/disease/MONDO:grouped_10555_20603_10556	Chondrodysplasia Punctata, X-linked
MONDO_2705	MONDO:0002705	MONDO	https://monarchinitiative.org/disease/MONDO:0002705	Breast Mucinous Cystadenocarcinoma
MONDO_8893	MONDO:0008893	MONDO	https://monarchinitiative.org/disease/MONDO:0008893	C Syndrome
MONDO_20413	MONDO:0020413	MONDO	https://monarchinitiative.org/disease/MONDO:0020413	Encircling Double Aortic Arch
MONDO_2809	MONDO:0002809	MONDO	https://monarchinitiative.org/disease/MONDO:0002809	Pancreatic Cystadenoma
MONDO_9828	MONDO:0009828	MONDO	https://monarchinitiative.org/disease/MONDO:0009828	Palant Cleft Palate Syndrome
MONDO_21630	MONDO:0021630	MONDO	https://monarchinitiative.org/disease/MONDO:0021630	Lipoma Of Face
MONDO_8611	MONDO:0008611	MONDO	https://monarchinitiative.org/disease/MONDO:0008611	Humerus Trochlea Aplasia
MONDO_grouped_11216_21001_11631_11417_13220_14225_19257	MONDO:grouped_11216_21001_11631_11417_13220_14225_19257	MONDO	https://monarchinitiative.org/disease/MONDO:grouped_11216_21001_11631_11417_13220_14225_19257	Hemochromatosis
MONDO_21228	MONDO:0021228	MONDO	https://monarchinitiative.org/disease/MONDO:0021228	Brainstem Neoplasm
MONDO_5815	MONDO:0005815	MONDO	https://monarchinitiative.org/disease/MONDO:0005815	Pancreatic Neuroendocrine Neoplasm
MONDO_10803	MONDO:0010803	MONDO	https://monarchinitiative.org/disease/MONDO:0010803	Eiken Syndrome
MONDO_4116	MONDO:0004116	MONDO	https://monarchinitiative.org/disease/MONDO:0004116	Esophageal Small Cell Neuroendocrine Carcinoma
MONDO_13000	MONDO:0013000	MONDO	https://monarchinitiative.org/disease/MONDO:0013000	Porphyria Due To Ala Dehydratase Deficiency
MONDO_20475	MONDO:0020475	MONDO	https://monarchinitiative.org/disease/MONDO:0020475	Dermotrichic Syndrome
MONDO_15573	MONDO:0015573	MONDO	https://monarchinitiative.org/disease/MONDO:0015573	Subacute Cutaneous Lupus Erythematosus
MONDO_3869	MONDO:0003869	MONDO	https://monarchinitiative.org/disease/MONDO:0003869	Childhood Brain Stem Glioma
MONDO_21607	MONDO:0021607	MONDO	https://monarchinitiative.org/disease/MONDO:0021607	Eyelid Seborrheic Keratosis
MONDO_2625	MONDO:0002625	MONDO	https://monarchinitiative.org/disease/MONDO:0002625	Ewing Sarcoma Of Bone
MONDO_19054	MONDO:0019054	MONDO	https://monarchinitiative.org/disease/MONDO:0019054	Congenital Limb Malformation
MONDO_4518	MONDO:0004518	MONDO	https://monarchinitiative.org/disease/MONDO:0004518	Anterior Urethra Cancer
MONDO_44990	MONDO:0044990	MONDO	https://monarchinitiative.org/disease/MONDO:0044990	Hand Disease
MONDO_22745	MONDO:0022745	MONDO	https://monarchinitiative.org/disease/MONDO:0022745	Mixed Dust Pneumoconiosis
MONDO_7983	MONDO:0007983	MONDO	https://monarchinitiative.org/disease/MONDO:0007983	Schmid Metaphyseal Chondrodysplasia
MONDO_2640	MONDO:0002640	MONDO	https://monarchinitiative.org/disease/MONDO:0002640	Optic Nerve Neoplasm
MONDO_21539	MONDO:0021539	MONDO	https://monarchinitiative.org/disease/MONDO:0021539	Hamartoma Of Skin Appendage
MONDO_14369	MONDO:0014369	MONDO	https://monarchinitiative.org/disease/MONDO:0014369	Postaxial Polydactyly-anterior Pituitary Anomalies-facial Dysmorphism Syndrome
MONDO_42717	MONDO:0042717	MONDO	https://monarchinitiative.org/disease/MONDO:0042717	Saul-wilkes-stevenson Syndrome
MONDO_4411	MONDO:0004411	MONDO	https://monarchinitiative.org/disease/MONDO:0004411	Duodenal Gastrin-producing Neuroendocrine Tumor
MONDO_4530	MONDO:0004530	MONDO	https://monarchinitiative.org/disease/MONDO:0004530	Early Invasive Cervical Adenocarcinoma
MONDO_934	MONDO:0000934	MONDO	https://monarchinitiative.org/disease/MONDO:0000934	Laryngeal Leiomyoma
MONDO_3649	MONDO:0003649	MONDO	https://monarchinitiative.org/disease/MONDO:0003649	Esophageal Neuroendocrine Tumor
MONDO_18047	MONDO:0018047	MONDO	https://monarchinitiative.org/disease/MONDO:0018047	Familial Thrombomodulin Anomalies
MONDO_100038	MONDO:0100038	MONDO	https://monarchinitiative.org/disease/MONDO:0100038	Complex Neurodevelopmental Disorder
MONDO_17912	MONDO:0017912	MONDO	https://monarchinitiative.org/disease/MONDO:0017912	X-linked Pure Spastic Paraplegia
MONDO_2143	MONDO:0002143	MONDO	https://monarchinitiative.org/disease/MONDO:0002143	Vaginal Yolk Sac Tumor
MONDO_6172	MONDO:0006172	MONDO	https://monarchinitiative.org/disease/MONDO:0006172	Conjunctival Nevus
MONDO_7835	MONDO:0007835	MONDO	https://monarchinitiative.org/disease/MONDO:0007835	Intussusception
MONDO_1989	MONDO:0001989	MONDO	https://monarchinitiative.org/disease/MONDO:0001989	Atrophic Glossitis
MONDO_grouped_7628_44203	MONDO:grouped_7628_44203	MONDO	https://monarchinitiative.org/disease/MONDO:grouped_7628_44203	Foveal Hypoplasia
MONDO_23369	MONDO:0023369	MONDO	https://monarchinitiative.org/disease/MONDO:0023369	Disease Of Facial Skeleton
MONDO_17011	MONDO:0017011	MONDO	https://monarchinitiative.org/disease/MONDO:0017011	Uniparental Disomy Of Chromosome X
MONDO_5110	MONDO:0005110	MONDO	https://monarchinitiative.org/disease/MONDO:0005110	Idiopathic Cardiomyopathy
MONDO_8081	MONDO:0008081	MONDO	https://monarchinitiative.org/disease/MONDO:0008081	Neurofibromatosis, Type Iv, Of Riccardi
MONDO_20974	MONDO:0020974	MONDO	https://monarchinitiative.org/disease/MONDO:0020974	Laryngeal Granuloma
MONDO_9036	MONDO:0009036	MONDO	https://monarchinitiative.org/disease/MONDO:0009036	Cardiocranial Syndrome, Pfeiffer Type
MONDO_16749	MONDO:0016749	MONDO	https://monarchinitiative.org/disease/MONDO:0016749	Tumor Of Cranial And Spinal Nerves
MONDO_18016	MONDO:0018016	MONDO	https://monarchinitiative.org/disease/MONDO:0018016	Classic Neuroendocrine Tumor Of Appendix
MONDO_4249	MONDO:0004249	MONDO	https://monarchinitiative.org/disease/MONDO:0004249	Pediatric Supratentorial Ependymoma
MONDO_17247	MONDO:0017247	MONDO	https://monarchinitiative.org/disease/MONDO:0017247	Communicating Congenital Bronchopulmonary-foregut Malformation
MONDO_15465	MONDO:0015465	MONDO	https://monarchinitiative.org/disease/MONDO:0015465	Craniometaphyseal Dysplasia
MONDO_42975	MONDO:0042975	MONDO	https://monarchinitiative.org/disease/MONDO:0042975	Pseudoachondroplastic Dysplasia 2
MONDO_3801	MONDO:0003801	MONDO	https://monarchinitiative.org/disease/MONDO:0003801	Corneal Intraepithelial Neoplasm
MONDO_6802	MONDO:0006802	MONDO	https://monarchinitiative.org/disease/MONDO:0006802	Inappropriate Adh Syndrome
MONDO_grouped_8399_12888_12889	MONDO:grouped_8399_12888_12889	MONDO	https://monarchinitiative.org/disease/MONDO:grouped_8399_12888_12889	Sarcoidosis, Susceptibility To
MONDO_20356	MONDO:0020356	MONDO	https://monarchinitiative.org/disease/MONDO:0020356	Coloboma Of Iris (disease)
MONDO_100112	MONDO:0100112	MONDO	https://monarchinitiative.org/disease/MONDO:0100112	Acbd5 Deficiency
MONDO_4471	MONDO:0004471	MONDO	https://monarchinitiative.org/disease/MONDO:0004471	Bacterial Arthritis
MONDO_2910	MONDO:0002910	MONDO	https://monarchinitiative.org/disease/MONDO:0002910	Peroneal Neuropathy
MONDO_100320	MONDO:0100320	MONDO	https://monarchinitiative.org/disease/MONDO:0100320	Sequela Of Covid-19
MONDO_3843	MONDO:0003843	MONDO	https://monarchinitiative.org/disease/MONDO:0003843	Cerebral Hemisphere Lipoma
MONDO_3721	MONDO:0003721	MONDO	https://monarchinitiative.org/disease/MONDO:0003721	Kidney Osteogenic Sarcoma
MONDO_14415	MONDO:0014415	MONDO	https://monarchinitiative.org/disease/MONDO:0014415	Kallikrein, Decreased Urinary Activity Of
MONDO_1626	MONDO:0001626	MONDO	https://monarchinitiative.org/disease/MONDO:0001626	Traumatic Glaucoma
MONDO_24861	MONDO:0024861	MONDO	https://monarchinitiative.org/disease/MONDO:0024861	Mixed Teratoma And Seminoma
MONDO_8282	MONDO:0008282	MONDO	https://monarchinitiative.org/disease/MONDO:0008282	Polyposis, Intestinal, With Multiple Exostoses
MONDO_16836	MONDO:0016836	MONDO	https://monarchinitiative.org/disease/MONDO:0016836	16p13.11 Microdeletion Syndrome
MONDO_21249	MONDO:0021249	MONDO	https://monarchinitiative.org/disease/MONDO:0021249	Lip Neoplasm
MONDO_9760	MONDO:0009760	MONDO	https://monarchinitiative.org/disease/MONDO:0009760	Norman-roberts Syndrome
MONDO_16146	MONDO:0016146	MONDO	https://monarchinitiative.org/disease/MONDO:0016146	Caveolinopathy
MONDO_19929	MONDO:0019929	MONDO	https://monarchinitiative.org/disease/MONDO:0019929	49,xxxxy Syndrome
MONDO_4767	MONDO:0004767	MONDO	https://monarchinitiative.org/disease/MONDO:0004767	Vesiculitis
MONDO_9545	MONDO:0009545	MONDO	https://monarchinitiative.org/disease/MONDO:0009545	Macroepiphyseal Dysplasia With Osteoporosis, Wrinkled Skin, And Aged Appearance
MONDO_5020	MONDO:0005020	MONDO	https://monarchinitiative.org/disease/MONDO:0005020	Intestinal Disease
MONDO_2791	MONDO:0002791	MONDO	https://monarchinitiative.org/disease/MONDO:0002791	Large Cell Medulloblastoma
MONDO_7375	MONDO:0007375	MONDO	https://monarchinitiative.org/disease/MONDO:0007375	Epithelial Basement Membrane Dystrophy
MONDO_1170	MONDO:0001170	MONDO	https://monarchinitiative.org/disease/MONDO:0001170	Hemiplegia
MONDO_grouped_100249_16281_17576	MONDO:grouped_100249_16281_17576	MONDO	https://monarchinitiative.org/disease/MONDO:grouped_100249_16281_17576	46,xx Disorder Of Sex Development
MONDO_21783	MONDO:0021783	MONDO	https://monarchinitiative.org/disease/MONDO:0021783	Streptococcal Sore Throat
MONDO_32888	MONDO:0032888	MONDO	https://monarchinitiative.org/disease/MONDO:0032888	Neurodevelopmental Disorder With Brain Anomalies And With Or Without Vertebral Or Cardiac Anomalies
MONDO_8721	MONDO:0008721	MONDO	https://monarchinitiative.org/disease/MONDO:0008721	Medium Chain Acyl-coa Dehydrogenase Deficiency
MONDO_16514	MONDO:0016514	MONDO	https://monarchinitiative.org/disease/MONDO:0016514	Epidermolysis Bullosa Simplex With Anodontia/hypodontia
MONDO_44715	MONDO:0044715	MONDO	https://monarchinitiative.org/disease/MONDO:0044715	Metopic Ridging-ptosis-facial Dysmorphism Syndrome
MONDO_11776	MONDO:0011776	MONDO	https://monarchinitiative.org/disease/MONDO:0011776	Cinca Syndrome
MONDO_16370	MONDO:0016370	MONDO	https://monarchinitiative.org/disease/MONDO:0016370	Marchiafava-bignami Disease
MONDO_grouped_32746_32747_9273_13671	MONDO:grouped_32746_32747_9273_13671	MONDO	https://monarchinitiative.org/disease/MONDO:grouped_32746_32747_9273_13671	Hydatidiform Mole, Recurrent
MONDO_100222	MONDO:0100222	MONDO	https://monarchinitiative.org/disease/MONDO:0100222	A20 Haploinsufficiency
MONDO_14342	MONDO:0014342	MONDO	https://monarchinitiative.org/disease/MONDO:0014342	Female Infertility Due To Zona Pellucida Defect
MONDO_14497	MONDO:0014497	MONDO	https://monarchinitiative.org/disease/MONDO:0014497	Polyendocrine-polyneuropathy Syndrome
MONDO_7085	MONDO:0007085	MONDO	https://monarchinitiative.org/disease/MONDO:0007085	Alopecia-epilepsy-pyorrhea-intellectual Disability Syndrome
MONDO_405	MONDO:0000405	MONDO	https://monarchinitiative.org/disease/MONDO:0000405	Anal Canal Cancer
MONDO_2347	MONDO:0002347	MONDO	https://monarchinitiative.org/disease/MONDO:0002347	Barbiturate Dependence
MONDO_7543	MONDO:0007543	MONDO	https://monarchinitiative.org/disease/MONDO:0007543	Enolase, Sperm Specific
MONDO_15902	MONDO:0015902	MONDO	https://monarchinitiative.org/disease/MONDO:0015902	Major Hypertriglyceridemia
MONDO_14945	MONDO:0014945	MONDO	https://monarchinitiative.org/disease/MONDO:0014945	Myopathy, Distal, With Rimmed Vacuoles
