compound_id	external_id	source	url	name
COMPOUND:28	DB00029	DrugBank	https://go.drugbank.com/drugs/DB00029	anistreplase
COMPOUND:29	DB00030	DrugBank	https://go.drugbank.com/drugs/DB00030	Insulin human
COMPOUND:30	DB00031	DrugBank	https://go.drugbank.com/drugs/DB00031	tenecteplase
COMPOUND:31	DB00032	DrugBank	https://go.drugbank.com/drugs/DB00032	Menotropins
COMPOUND:32	DB00033	DrugBank	https://go.drugbank.com/drugs/DB00033	Interferon gamma-1b
COMPOUND:33	DB00034	DrugBank	https://go.drugbank.com/drugs/DB00034	interferon alfa-2a, recombinant
COMPOUND:34	DB00035	DrugBank	https://go.drugbank.com/drugs/DB00035	desmopressin
COMPOUND:35	DB00036	DrugBank	https://go.drugbank.com/drugs/DB00036	Coagulation factor VIIa Recombinant Human
COMPOUND:36	DB00038	DrugBank	https://go.drugbank.com/drugs/DB00038	oprelvekin
COMPOUND:37	DB00039	DrugBank	https://go.drugbank.com/drugs/DB00039	palifermin
COMPOUND:38	DB00040	DrugBank	https://go.drugbank.com/drugs/DB00040	glucagon recombinant
COMPOUND:39	DB00041	DrugBank	https://go.drugbank.com/drugs/DB00041	aldesleukin
COMPOUND:40	DB00042	DrugBank	https://go.drugbank.com/drugs/DB00042	Botulinum toxin type B
COMPOUND:41	DB00043	DrugBank	https://go.drugbank.com/drugs/DB00043	omalizumab
COMPOUND:42	DB00044	DrugBank	https://go.drugbank.com/drugs/DB00044	lutropin alfa
COMPOUND:43	DB00045	DrugBank	https://go.drugbank.com/drugs/DB00045	ospa lipoprotein
COMPOUND:44	DB00046	DrugBank	https://go.drugbank.com/drugs/DB00046	Insulin lispro
COMPOUND:45	DB00047	DrugBank	https://go.drugbank.com/drugs/DB00047	Insulin glargine
COMPOUND:46	DB00048	DrugBank	https://go.drugbank.com/drugs/DB00048	Collagenase clostridium histolyticum
COMPOUND:47	DB00049	DrugBank	https://go.drugbank.com/drugs/DB00049	rasburicase
COMPOUND:48	DB00050	DrugBank	https://go.drugbank.com/drugs/DB00050	cetrorelix
COMPOUND:49	DB00051	DrugBank	https://go.drugbank.com/drugs/DB00051	adalimumab
COMPOUND:50	DB00052	DrugBank	https://go.drugbank.com/drugs/DB00052	somatropin recombinant
COMPOUND:51	DB00053	DrugBank	https://go.drugbank.com/drugs/DB00053	imiglucerase
COMPOUND:52	DB00054	DrugBank	https://go.drugbank.com/drugs/DB00054	abciximab
COMPOUND:53	DB00055	DrugBank	https://go.drugbank.com/drugs/DB00055	Drotrecogin alfa
COMPOUND:54	DB00056	DrugBank	https://go.drugbank.com/drugs/DB00056	gemtuzumab ozogamicin
COMPOUND:55	DB00057	DrugBank	https://go.drugbank.com/drugs/DB00057	Indium In-111 satumomab pendetide
COMPOUND:56	DB00058	DrugBank	https://go.drugbank.com/drugs/DB00058	Alpha-1-proteinase inhibitor
COMPOUND:57	DB00059	DrugBank	https://go.drugbank.com/drugs/DB00059	pegaspargase
COMPOUND:58	DB00060	DrugBank	https://go.drugbank.com/drugs/DB00060	interferon beta-1a
COMPOUND:59	DB00061	DrugBank	https://go.drugbank.com/drugs/DB00061	Pegademase
COMPOUND:60	DB00062	DrugBank	https://go.drugbank.com/drugs/DB00062	Albumin human
COMPOUND:61	DB00063	DrugBank	https://go.drugbank.com/drugs/DB00063	eptifibatide
COMPOUND:62	DB00065	DrugBank	https://go.drugbank.com/drugs/DB00065	infliximab
COMPOUND:63	DB00066	DrugBank	https://go.drugbank.com/drugs/DB00066	follitropin beta
COMPOUND:64	DB00067	DrugBank	https://go.drugbank.com/drugs/DB00067	Vasopressin
COMPOUND:65	DB00068	DrugBank	https://go.drugbank.com/drugs/DB00068	interferon beta-1b
COMPOUND:66	DB00069	DrugBank	https://go.drugbank.com/drugs/DB00069	interferon alfacon-1
COMPOUND:67	DB00070	DrugBank	https://go.drugbank.com/drugs/DB00070	Hyaluronidase (ovine)
COMPOUND:68	DB00071	DrugBank	https://go.drugbank.com/drugs/DB00071	Insulin pork
COMPOUND:69	DB00072	DrugBank	https://go.drugbank.com/drugs/DB00072	Trastuzumab
COMPOUND:70	DB00073	DrugBank	https://go.drugbank.com/drugs/DB00073	rituximab
COMPOUND:71	DB00074	DrugBank	https://go.drugbank.com/drugs/DB00074	basiliximab
COMPOUND:72	DB00075	DrugBank	https://go.drugbank.com/drugs/DB00075	muromonab
COMPOUND:73	DB00076	DrugBank	https://go.drugbank.com/drugs/DB00076	Digoxin Immune Fab (Ovine)
COMPOUND:74	DB00078	DrugBank	https://go.drugbank.com/drugs/DB00078	ibritumomab
COMPOUND:75	DB00080	DrugBank	https://go.drugbank.com/drugs/DB00080	daptomycin
COMPOUND:76	DB00081	DrugBank	https://go.drugbank.com/drugs/DB00081	Tositumomab
COMPOUND:77	DB00082	DrugBank	https://go.drugbank.com/drugs/DB00082	pegvisomant
COMPOUND:78	DB00083	DrugBank	https://go.drugbank.com/drugs/DB00083	Botulinum toxin type A
COMPOUND:79	DB00085	DrugBank	https://go.drugbank.com/drugs/DB00085	Pancrelipase
COMPOUND:80	DB00086	DrugBank	https://go.drugbank.com/drugs/DB00086	streptokinase
COMPOUND:81	DB00087	DrugBank	https://go.drugbank.com/drugs/DB00087	alemtuzumab
COMPOUND:82	DB00088	DrugBank	https://go.drugbank.com/drugs/DB00088	alglucerase
COMPOUND:83	DB00089	DrugBank	https://go.drugbank.com/drugs/DB00089	Capromab pendetide
COMPOUND:84	DB00090	DrugBank	https://go.drugbank.com/drugs/DB00090	laronidase
COMPOUND:85	DB00091	DrugBank	https://go.drugbank.com/drugs/DB00091	Cyclosporine
COMPOUND:86	DB00092	DrugBank	https://go.drugbank.com/drugs/DB00092	alefacept
COMPOUND:87	DB00093	DrugBank	https://go.drugbank.com/drugs/DB00093	Felypressin
COMPOUND:88	DB00094	DrugBank	https://go.drugbank.com/drugs/DB00094	urofollitropin
COMPOUND:89	DB00095	DrugBank	https://go.drugbank.com/drugs/DB00095	efalizumab
COMPOUND:90	DB00097	DrugBank	https://go.drugbank.com/drugs/DB00097	choriogonadotropin alfa
COMPOUND:91	DB00098	DrugBank	https://go.drugbank.com/drugs/DB00098	Antithymocyte immunoglobulin (rabbit)
COMPOUND:92	DB00099	DrugBank	https://go.drugbank.com/drugs/DB00099	filgrastim
COMPOUND:93	DB00100	DrugBank	https://go.drugbank.com/drugs/DB00100	Coagulation Factor IX (Recombinant)
COMPOUND:94	DB00102	DrugBank	https://go.drugbank.com/drugs/DB00102	Becaplermin
COMPOUND:95	DB00103	DrugBank	https://go.drugbank.com/drugs/DB00103	agalsidase beta
COMPOUND:96	DB00104	DrugBank	https://go.drugbank.com/drugs/DB00104	octreotide
COMPOUND:97	DB00105	DrugBank	https://go.drugbank.com/drugs/DB00105	interferon alfa-2b, recombinant
COMPOUND:98	DB00106	DrugBank	https://go.drugbank.com/drugs/DB00106	abarelix
COMPOUND:99	DB00107	DrugBank	https://go.drugbank.com/drugs/DB00107	Oxytocin
COMPOUND:100	DB00108	DrugBank	https://go.drugbank.com/drugs/DB00108	natalizumab
COMPOUND:101	DB00109	DrugBank	https://go.drugbank.com/drugs/DB00109	enfuvirtide
COMPOUND:102	DB00110	DrugBank	https://go.drugbank.com/drugs/DB00110	Palivizumab
COMPOUND:103	DB00111	DrugBank	https://go.drugbank.com/drugs/DB00111	daclizumab
COMPOUND:104	DB00112	DrugBank	https://go.drugbank.com/drugs/DB00112	bevacizumab
COMPOUND:105	DB00113	DrugBank	https://go.drugbank.com/drugs/DB00113	Technetium Tc-99m arcitumomab
COMPOUND:106	DB00114	DrugBank	https://go.drugbank.com/drugs/DB00114	pyridoxal phosphate
COMPOUND:107	DB00115	DrugBank	https://go.drugbank.com/drugs/DB00115	cyanocobalamin
COMPOUND:108	DB00116	DrugBank	https://go.drugbank.com/drugs/DB00116	Tetrahydrofolic acid
COMPOUND:109	DB00117	DrugBank	https://go.drugbank.com/drugs/DB00117	l-histidine
COMPOUND:110	DB00118	DrugBank	https://go.drugbank.com/drugs/DB00118	Ademetionine
COMPOUND:111	DB00119	DrugBank	https://go.drugbank.com/drugs/DB00119	pyruvic acid
COMPOUND:112	DB00120	DrugBank	https://go.drugbank.com/drugs/DB00120	Phenylalanine
COMPOUND:113	DB00121	DrugBank	https://go.drugbank.com/drugs/DB00121	biotin
COMPOUND:114	DB00122	DrugBank	https://go.drugbank.com/drugs/DB00122	Choline
COMPOUND:115	DB00123	DrugBank	https://go.drugbank.com/drugs/DB00123	Lysine
COMPOUND:116	DB00125	DrugBank	https://go.drugbank.com/drugs/DB00125	Arginine
COMPOUND:117	DB00126	DrugBank	https://go.drugbank.com/drugs/DB00126	vitamin c
COMPOUND:118	DB00127	DrugBank	https://go.drugbank.com/drugs/DB00127	Spermine
COMPOUND:119	DB00128	DrugBank	https://go.drugbank.com/drugs/DB00128	Aspartic acid
COMPOUND:120	DB00129	DrugBank	https://go.drugbank.com/drugs/DB00129	Ornithine
COMPOUND:121	DB00130	DrugBank	https://go.drugbank.com/drugs/DB00130	l-glutamine
COMPOUND:122	DB00131	DrugBank	https://go.drugbank.com/drugs/DB00131	adenosine monophosphate
COMPOUND:123	DB00132	DrugBank	https://go.drugbank.com/drugs/DB00132	alpha-Linolenic acid
COMPOUND:124	DB00133	DrugBank	https://go.drugbank.com/drugs/DB00133	Serine
COMPOUND:125	DB00134	DrugBank	https://go.drugbank.com/drugs/DB00134	methionine
COMPOUND:126	DB00135	DrugBank	https://go.drugbank.com/drugs/DB00135	Tyrosine
COMPOUND:127	DB00136	DrugBank	https://go.drugbank.com/drugs/DB00136	Calcitriol
COMPOUND:128	DB00137	DrugBank	https://go.drugbank.com/drugs/DB00137	Lutein
COMPOUND:129	DB00138	DrugBank	https://go.drugbank.com/drugs/DB00138	Cystine
COMPOUND:130	DB00139	DrugBank	https://go.drugbank.com/drugs/DB00139	succinic acid
COMPOUND:131	DB00140	DrugBank	https://go.drugbank.com/drugs/DB00140	Riboflavin
COMPOUND:132	DB00141	DrugBank	https://go.drugbank.com/drugs/DB00141	n-acetyl-d-glucosamine
COMPOUND:133	DB00142	DrugBank	https://go.drugbank.com/drugs/DB00142	l-glutamic acid
COMPOUND:134	DB00143	DrugBank	https://go.drugbank.com/drugs/DB00143	glutathione
COMPOUND:135	DB00144	DrugBank	https://go.drugbank.com/drugs/DB00144	Phosphatidyl serine
COMPOUND:136	DB00145	DrugBank	https://go.drugbank.com/drugs/DB00145	glycine
COMPOUND:137	DB00146	DrugBank	https://go.drugbank.com/drugs/DB00146	calcidiol
COMPOUND:138	DB00147	DrugBank	https://go.drugbank.com/drugs/DB00147	Pyridoxal
COMPOUND:139	DB00148	DrugBank	https://go.drugbank.com/drugs/DB00148	Creatine
COMPOUND:140	DB00149	DrugBank	https://go.drugbank.com/drugs/DB00149	Leucine
COMPOUND:141	DB00150	DrugBank	https://go.drugbank.com/drugs/DB00150	l-tryptophan
COMPOUND:142	DB00151	DrugBank	https://go.drugbank.com/drugs/DB00151	Cysteine
COMPOUND:143	DB00152	DrugBank	https://go.drugbank.com/drugs/DB00152	Thiamine
COMPOUND:144	DB00153	DrugBank	https://go.drugbank.com/drugs/DB00153	ergocalciferol
COMPOUND:145	DB00154	DrugBank	https://go.drugbank.com/drugs/DB00154	Dihomo-gamma-linolenic acid
COMPOUND:146	DB00155	DrugBank	https://go.drugbank.com/drugs/DB00155	Citrulline
COMPOUND:147	DB00156	DrugBank	https://go.drugbank.com/drugs/DB00156	Threonine
COMPOUND:148	DB00157	DrugBank	https://go.drugbank.com/drugs/DB00157	NADH
COMPOUND:149	DB00158	DrugBank	https://go.drugbank.com/drugs/DB00158	Folic acid
COMPOUND:150	DB00159	DrugBank	https://go.drugbank.com/drugs/DB00159	Icosapent
COMPOUND:151	DB00160	DrugBank	https://go.drugbank.com/drugs/DB00160	Alanine
COMPOUND:152	DB00161	DrugBank	https://go.drugbank.com/drugs/DB00161	Valine
COMPOUND:153	DB00162	DrugBank	https://go.drugbank.com/drugs/DB00162	Vitamin A
COMPOUND:154	DB00163	DrugBank	https://go.drugbank.com/drugs/DB00163	Vitamin E
COMPOUND:155	DB00165	DrugBank	https://go.drugbank.com/drugs/DB00165	Pyridoxine
COMPOUND:156	DB00166	DrugBank	https://go.drugbank.com/drugs/DB00166	lipoic acid
COMPOUND:157	DB00167	DrugBank	https://go.drugbank.com/drugs/DB00167	Isoleucine
COMPOUND:158	DB00168	DrugBank	https://go.drugbank.com/drugs/DB00168	Aspartame
COMPOUND:159	DB00169	DrugBank	https://go.drugbank.com/drugs/DB00169	Cholecalciferol
COMPOUND:160	DB00170	DrugBank	https://go.drugbank.com/drugs/DB00170	menadione
COMPOUND:161	DB00171	DrugBank	https://go.drugbank.com/drugs/DB00171	adenosine triphosphate
COMPOUND:162	DB00172	DrugBank	https://go.drugbank.com/drugs/DB00172	Proline
COMPOUND:163	DB00173	DrugBank	https://go.drugbank.com/drugs/DB00173	Adenine
COMPOUND:164	DB00174	DrugBank	https://go.drugbank.com/drugs/DB00174	Asparagine
COMPOUND:165	DB00175	DrugBank	https://go.drugbank.com/drugs/DB00175	pravastatin
COMPOUND:166	DB00176	DrugBank	https://go.drugbank.com/drugs/DB00176	fluvoxamine
COMPOUND:167	DB00177	DrugBank	https://go.drugbank.com/drugs/DB00177	valsartan
COMPOUND:168	DB00178	DrugBank	https://go.drugbank.com/drugs/DB00178	Ramipril
COMPOUND:169	DB00179	DrugBank	https://go.drugbank.com/drugs/DB00179	masoprocol
COMPOUND:170	DB00180	DrugBank	https://go.drugbank.com/drugs/DB00180	Flunisolide
COMPOUND:171	DB00181	DrugBank	https://go.drugbank.com/drugs/DB00181	baclofen
COMPOUND:172	DB00182	DrugBank	https://go.drugbank.com/drugs/DB00182	amphetamine
COMPOUND:173	DB00183	DrugBank	https://go.drugbank.com/drugs/DB00183	pentagastrin
COMPOUND:174	DB00184	DrugBank	https://go.drugbank.com/drugs/DB00184	nicotine
COMPOUND:175	DB00185	DrugBank	https://go.drugbank.com/drugs/DB00185	cevimeline
COMPOUND:176	DB00186	DrugBank	https://go.drugbank.com/drugs/DB00186	Lorazepam
COMPOUND:177	DB00187	DrugBank	https://go.drugbank.com/drugs/DB00187	esmolol
COMPOUND:178	DB00188	DrugBank	https://go.drugbank.com/drugs/DB00188	Bortezomib
COMPOUND:179	DB00189	DrugBank	https://go.drugbank.com/drugs/DB00189	ethchlorvynol
COMPOUND:180	DB00190	DrugBank	https://go.drugbank.com/drugs/DB00190	Carbidopa
COMPOUND:181	DB00191	DrugBank	https://go.drugbank.com/drugs/DB00191	phentermine
COMPOUND:182	DB00192	DrugBank	https://go.drugbank.com/drugs/DB00192	indecainide
COMPOUND:183	DB00193	DrugBank	https://go.drugbank.com/drugs/DB00193	Tramadol
COMPOUND:184	DB00194	DrugBank	https://go.drugbank.com/drugs/DB00194	Vidarabine
COMPOUND:185	DB00195	DrugBank	https://go.drugbank.com/drugs/DB00195	Betaxolol
COMPOUND:186	DB00196	DrugBank	https://go.drugbank.com/drugs/DB00196	fluconazole
COMPOUND:187	DB00197	DrugBank	https://go.drugbank.com/drugs/DB00197	troglitazone
COMPOUND:188	DB00198	DrugBank	https://go.drugbank.com/drugs/DB00198	oseltamivir
COMPOUND:189	DB00199	DrugBank	https://go.drugbank.com/drugs/DB00199	Erythromycin
COMPOUND:190	DB00200	DrugBank	https://go.drugbank.com/drugs/DB00200	Hydroxocobalamin
COMPOUND:191	DB00201	DrugBank	https://go.drugbank.com/drugs/DB00201	caffeine
COMPOUND:192	DB00202	DrugBank	https://go.drugbank.com/drugs/DB00202	succinylcholine
COMPOUND:193	DB00203	DrugBank	https://go.drugbank.com/drugs/DB00203	sildenafil
COMPOUND:194	DB00204	DrugBank	https://go.drugbank.com/drugs/DB00204	dofetilide
COMPOUND:195	DB00205	DrugBank	https://go.drugbank.com/drugs/DB00205	pyrimethamine
COMPOUND:196	DB00206	DrugBank	https://go.drugbank.com/drugs/DB00206	Reserpine
COMPOUND:197	DB00207	DrugBank	https://go.drugbank.com/drugs/DB00207	Azithromycin
COMPOUND:198	DB00208	DrugBank	https://go.drugbank.com/drugs/DB00208	ticlopidine
COMPOUND:199	DB00209	DrugBank	https://go.drugbank.com/drugs/DB00209	Trospium
COMPOUND:200	DB00210	DrugBank	https://go.drugbank.com/drugs/DB00210	adapalene
COMPOUND:201	DB00211	DrugBank	https://go.drugbank.com/drugs/DB00211	midodrine
COMPOUND:202	DB00212	DrugBank	https://go.drugbank.com/drugs/DB00212	remikiren
COMPOUND:203	DB00213	DrugBank	https://go.drugbank.com/drugs/DB00213	pantoprazole
COMPOUND:204	DB00214	DrugBank	https://go.drugbank.com/drugs/DB00214	torasemide
COMPOUND:205	DB00215	DrugBank	https://go.drugbank.com/drugs/DB00215	citalopram
COMPOUND:206	DB00216	DrugBank	https://go.drugbank.com/drugs/DB00216	eletriptan
COMPOUND:207	DB00217	DrugBank	https://go.drugbank.com/drugs/DB00217	bethanidine
COMPOUND:208	DB00218	DrugBank	https://go.drugbank.com/drugs/DB00218	Moxifloxacin
COMPOUND:209	DB00219	DrugBank	https://go.drugbank.com/drugs/DB00219	oxyphenonium
COMPOUND:210	DB00220	DrugBank	https://go.drugbank.com/drugs/DB00220	nelfinavir
COMPOUND:211	DB00221	DrugBank	https://go.drugbank.com/drugs/DB00221	isoetharine
COMPOUND:212	DB00222	DrugBank	https://go.drugbank.com/drugs/DB00222	Glimepiride
COMPOUND:213	DB00223	DrugBank	https://go.drugbank.com/drugs/DB00223	diflorasone
COMPOUND:214	DB00224	DrugBank	https://go.drugbank.com/drugs/DB00224	indinavir
COMPOUND:215	DB00225	DrugBank	https://go.drugbank.com/drugs/DB00225	gadodiamide
COMPOUND:216	DB00226	DrugBank	https://go.drugbank.com/drugs/DB00226	guanadrel sulfate
COMPOUND:217	DB00227	DrugBank	https://go.drugbank.com/drugs/DB00227	lovastatin
COMPOUND:218	DB00228	DrugBank	https://go.drugbank.com/drugs/DB00228	enflurane
COMPOUND:219	DB00229	DrugBank	https://go.drugbank.com/drugs/DB00229	cefotiam
COMPOUND:220	DB00230	DrugBank	https://go.drugbank.com/drugs/DB00230	pregabalin
COMPOUND:221	DB00231	DrugBank	https://go.drugbank.com/drugs/DB00231	temazepam
COMPOUND:222	DB00232	DrugBank	https://go.drugbank.com/drugs/DB00232	methyclothiazide
COMPOUND:223	DB00233	DrugBank	https://go.drugbank.com/drugs/DB00233	Aminosalicylic acid
COMPOUND:224	DB00234	DrugBank	https://go.drugbank.com/drugs/DB00234	Reboxetine
COMPOUND:225	DB00235	DrugBank	https://go.drugbank.com/drugs/DB00235	milrinone
COMPOUND:226	DB00236	DrugBank	https://go.drugbank.com/drugs/DB00236	pipobroman
COMPOUND:227	DB00237	DrugBank	https://go.drugbank.com/drugs/DB00237	Butabarbital
COMPOUND:228	DB00238	DrugBank	https://go.drugbank.com/drugs/DB00238	nevirapine
COMPOUND:229	DB00239	DrugBank	https://go.drugbank.com/drugs/DB00239	Oxiconazole
COMPOUND:230	DB00240	DrugBank	https://go.drugbank.com/drugs/DB00240	Alclometasone
COMPOUND:231	DB00241	DrugBank	https://go.drugbank.com/drugs/DB00241	Butalbital
COMPOUND:232	DB00242	DrugBank	https://go.drugbank.com/drugs/DB00242	Cladribine
COMPOUND:233	DB00243	DrugBank	https://go.drugbank.com/drugs/DB00243	ranolazine
COMPOUND:234	DB00244	DrugBank	https://go.drugbank.com/drugs/DB00244	mesalazine
COMPOUND:235	DB00245	DrugBank	https://go.drugbank.com/drugs/DB00245	benztropine
COMPOUND:236	DB00246	DrugBank	https://go.drugbank.com/drugs/DB00246	ziprasidone
COMPOUND:237	DB00247	DrugBank	https://go.drugbank.com/drugs/DB00247	methysergide
COMPOUND:238	DB00248	DrugBank	https://go.drugbank.com/drugs/DB00248	Cabergoline
COMPOUND:239	DB00249	DrugBank	https://go.drugbank.com/drugs/DB00249	Idoxuridine
COMPOUND:240	DB00250	DrugBank	https://go.drugbank.com/drugs/DB00250	dapsone
COMPOUND:241	DB00251	DrugBank	https://go.drugbank.com/drugs/DB00251	terconazole
COMPOUND:242	DB00252	DrugBank	https://go.drugbank.com/drugs/DB00252	phenytoin
COMPOUND:243	DB00253	DrugBank	https://go.drugbank.com/drugs/DB00253	medrysone
COMPOUND:244	DB00254	DrugBank	https://go.drugbank.com/drugs/DB00254	doxycycline
COMPOUND:245	DB00255	DrugBank	https://go.drugbank.com/drugs/DB00255	Diethylstilbestrol
COMPOUND:246	DB00256	DrugBank	https://go.drugbank.com/drugs/DB00256	lymecycline
COMPOUND:247	DB00257	DrugBank	https://go.drugbank.com/drugs/DB00257	clotrimazole
COMPOUND:248	DB00258	DrugBank	https://go.drugbank.com/drugs/DB00258	calcium acetate
COMPOUND:249	DB00259	DrugBank	https://go.drugbank.com/drugs/DB00259	sulfanilamide
COMPOUND:250	DB00260	DrugBank	https://go.drugbank.com/drugs/DB00260	cycloserine
COMPOUND:251	DB00261	DrugBank	https://go.drugbank.com/drugs/DB00261	anagrelide
COMPOUND:252	DB00262	DrugBank	https://go.drugbank.com/drugs/DB00262	carmustine
COMPOUND:253	DB00263	DrugBank	https://go.drugbank.com/drugs/DB00263	sulfisoxazole
COMPOUND:254	DB00264	DrugBank	https://go.drugbank.com/drugs/DB00264	metoprolol
COMPOUND:255	DB00265	DrugBank	https://go.drugbank.com/drugs/DB00265	Crotamiton
COMPOUND:256	DB00266	DrugBank	https://go.drugbank.com/drugs/DB00266	dicumarol
COMPOUND:257	DB00267	DrugBank	https://go.drugbank.com/drugs/DB00267	cefmenoxime
COMPOUND:258	DB00268	DrugBank	https://go.drugbank.com/drugs/DB00268	ropinirole
COMPOUND:259	DB00269	DrugBank	https://go.drugbank.com/drugs/DB00269	chlorotrianisene
COMPOUND:260	DB00270	DrugBank	https://go.drugbank.com/drugs/DB00270	isradipine
COMPOUND:261	DB00271	DrugBank	https://go.drugbank.com/drugs/DB00271	diatrizoate
COMPOUND:262	DB00272	DrugBank	https://go.drugbank.com/drugs/DB00272	betazole
COMPOUND:263	DB00273	DrugBank	https://go.drugbank.com/drugs/DB00273	topiramate
COMPOUND:264	DB00274	DrugBank	https://go.drugbank.com/drugs/DB00274	cefmetazole
COMPOUND:265	DB00275	DrugBank	https://go.drugbank.com/drugs/DB00275	Olmesartan
COMPOUND:266	DB00276	DrugBank	https://go.drugbank.com/drugs/DB00276	amsacrine
COMPOUND:267	DB00277	DrugBank	https://go.drugbank.com/drugs/DB00277	theophylline
COMPOUND:268	DB00278	DrugBank	https://go.drugbank.com/drugs/DB00278	argatroban
COMPOUND:269	DB00279	DrugBank	https://go.drugbank.com/drugs/DB00279	liothyronine
COMPOUND:270	DB00280	DrugBank	https://go.drugbank.com/drugs/DB00280	disopyramide
COMPOUND:271	DB00281	DrugBank	https://go.drugbank.com/drugs/DB00281	Lidocaine
COMPOUND:272	DB00282	DrugBank	https://go.drugbank.com/drugs/DB00282	pamidronate
COMPOUND:273	DB00283	DrugBank	https://go.drugbank.com/drugs/DB00283	Clemastine
COMPOUND:274	DB00284	DrugBank	https://go.drugbank.com/drugs/DB00284	Acarbose
COMPOUND:275	DB00285	DrugBank	https://go.drugbank.com/drugs/DB00285	venlafaxine
COMPOUND:276	DB00286	DrugBank	https://go.drugbank.com/drugs/DB00286	conjugated estrogens
COMPOUND:277	DB00287	DrugBank	https://go.drugbank.com/drugs/DB00287	travoprost
COMPOUND:278	DB00288	DrugBank	https://go.drugbank.com/drugs/DB00288	amcinonide
COMPOUND:279	DB00289	DrugBank	https://go.drugbank.com/drugs/DB00289	atomoxetine
COMPOUND:280	DB00290	DrugBank	https://go.drugbank.com/drugs/DB00290	bleomycin
COMPOUND:281	DB00291	DrugBank	https://go.drugbank.com/drugs/DB00291	chlorambucil
COMPOUND:282	DB00292	DrugBank	https://go.drugbank.com/drugs/DB00292	etomidate
COMPOUND:283	DB00293	DrugBank	https://go.drugbank.com/drugs/DB00293	raltitrexed
COMPOUND:284	DB00294	DrugBank	https://go.drugbank.com/drugs/DB00294	etonogestrel
COMPOUND:285	DB00295	DrugBank	https://go.drugbank.com/drugs/DB00295	Morphine
COMPOUND:286	DB00296	DrugBank	https://go.drugbank.com/drugs/DB00296	ropivacaine
COMPOUND:287	DB00297	DrugBank	https://go.drugbank.com/drugs/DB00297	bupivacaine
COMPOUND:288	DB00298	DrugBank	https://go.drugbank.com/drugs/DB00298	dapiprazole
COMPOUND:289	DB00299	DrugBank	https://go.drugbank.com/drugs/DB00299	Penciclovir
COMPOUND:290	DB00300	DrugBank	https://go.drugbank.com/drugs/DB00300	Tenofovir disoproxil
COMPOUND:291	DB00301	DrugBank	https://go.drugbank.com/drugs/DB00301	Flucloxacillin
COMPOUND:292	DB00302	DrugBank	https://go.drugbank.com/drugs/DB00302	tranexamic acid
COMPOUND:293	DB00303	DrugBank	https://go.drugbank.com/drugs/DB00303	ertapenem
COMPOUND:294	DB00304	DrugBank	https://go.drugbank.com/drugs/DB00304	desogestrel
COMPOUND:295	DB00305	DrugBank	https://go.drugbank.com/drugs/DB00305	mitomycin
