compound_id	external_id	source	url	name
Compound::DB00135	DB00135	DrugBank	https://go.drugbank.com/drugs/DB00135	L-tyrosine
Compound::DB00136	DB00136	DrugBank	https://go.drugbank.com/drugs/DB00136	Calcitriol
Compound::DB00137	DB00137	DrugBank	https://go.drugbank.com/drugs/DB00137	Xanthophyll
Compound::DB00138	DB00138	DrugBank	https://go.drugbank.com/drugs/DB00138	L-cystine
Compound::DB00139	DB00139	DrugBank	https://go.drugbank.com/drugs/DB00139	Succinic Acid
Compound::DB00140	DB00140	DrugBank	https://go.drugbank.com/drugs/DB00140	Riboflavin
Compound::DB00141	DB00141	DrugBank	https://go.drugbank.com/drugs/DB00141	N-acetyl-d-glucosamine
Compound::DB00143	DB00143	DrugBank	https://go.drugbank.com/drugs/DB00143	Glutathione
Compound::DB00144	DB00144	DrugBank	https://go.drugbank.com/drugs/DB00144	Phosphatidylserine
Compound::DB00145	DB00145	DrugBank	https://go.drugbank.com/drugs/DB00145	Glycine
Compound::DB00146	DB00146	DrugBank	https://go.drugbank.com/drugs/DB00146	Calcidiol
Compound::DB00147	DB00147	DrugBank	https://go.drugbank.com/drugs/DB00147	Pyridoxal
Compound::DB00148	DB00148	DrugBank	https://go.drugbank.com/drugs/DB00148	Creatine
Compound::DB00149	DB00149	DrugBank	https://go.drugbank.com/drugs/DB00149	L-leucine
Compound::DB00150	DB00150	DrugBank	https://go.drugbank.com/drugs/DB00150	L-tryptophan
Compound::DB00151	DB00151	DrugBank	https://go.drugbank.com/drugs/DB00151	L-cysteine
Compound::DB00152	DB00152	DrugBank	https://go.drugbank.com/drugs/DB00152	Thiamine
Compound::DB00153	DB00153	DrugBank	https://go.drugbank.com/drugs/DB00153	Ergocalciferol
Compound::DB00154	DB00154	DrugBank	https://go.drugbank.com/drugs/DB00154	Dihomo-gamma-linolenic Acid
Compound::DB00155	DB00155	DrugBank	https://go.drugbank.com/drugs/DB00155	L-citrulline
Compound::DB00156	DB00156	DrugBank	https://go.drugbank.com/drugs/DB00156	L-threonine
Compound::DB00158	DB00158	DrugBank	https://go.drugbank.com/drugs/DB00158	Folic Acid
Compound::DB00159	DB00159	DrugBank	https://go.drugbank.com/drugs/DB00159	Icosapent
Compound::DB00160	DB00160	DrugBank	https://go.drugbank.com/drugs/DB00160	L-alanine
Compound::DB00161	DB00161	DrugBank	https://go.drugbank.com/drugs/DB00161	L-valine
Compound::DB00162	DB00162	DrugBank	https://go.drugbank.com/drugs/DB00162	Vitamin A
Compound::DB00163	DB00163	DrugBank	https://go.drugbank.com/drugs/DB00163	Vitamin E
Compound::DB00165	DB00165	DrugBank	https://go.drugbank.com/drugs/DB00165	Pyridoxine
Compound::DB00166	DB00166	DrugBank	https://go.drugbank.com/drugs/DB00166	Lipoic Acid
Compound::DB00167	DB00167	DrugBank	https://go.drugbank.com/drugs/DB00167	L-isoleucine
Compound::DB00168	DB00168	DrugBank	https://go.drugbank.com/drugs/DB00168	Aspartame
Compound::DB00169	DB00169	DrugBank	https://go.drugbank.com/drugs/DB00169	Cholecalciferol
Compound::DB00170	DB00170	DrugBank	https://go.drugbank.com/drugs/DB00170	Menadione
Compound::DB00171	DB00171	DrugBank	https://go.drugbank.com/drugs/DB00171	Adenosine Triphosphate
Compound::DB00172	DB00172	DrugBank	https://go.drugbank.com/drugs/DB00172	L-proline
Compound::DB00173	DB00173	DrugBank	https://go.drugbank.com/drugs/DB00173	Adenine
Compound::DB00174	DB00174	DrugBank	https://go.drugbank.com/drugs/DB00174	L-asparagine
Compound::DB00175	DB00175	DrugBank	https://go.drugbank.com/drugs/DB00175	Pravastatin
Compound::DB00176	DB00176	DrugBank	https://go.drugbank.com/drugs/DB00176	Fluvoxamine
Compound::DB00177	DB00177	DrugBank	https://go.drugbank.com/drugs/DB00177	Valsartan
Compound::DB00178	DB00178	DrugBank	https://go.drugbank.com/drugs/DB00178	Ramipril
Compound::DB00179	DB00179	DrugBank	https://go.drugbank.com/drugs/DB00179	Masoprocol
Compound::DB00180	DB00180	DrugBank	https://go.drugbank.com/drugs/DB00180	Flunisolide
Compound::DB00181	DB00181	DrugBank	https://go.drugbank.com/drugs/DB00181	Baclofen
Compound::DB00182	DB00182	DrugBank	https://go.drugbank.com/drugs/DB00182	Amphetamine
Compound::DB00183	DB00183	DrugBank	https://go.drugbank.com/drugs/DB00183	Pentagastrin
Compound::DB00184	DB00184	DrugBank	https://go.drugbank.com/drugs/DB00184	Nicotine
Compound::DB00185	DB00185	DrugBank	https://go.drugbank.com/drugs/DB00185	Cevimeline
Compound::DB00186	DB00186	DrugBank	https://go.drugbank.com/drugs/DB00186	Lorazepam
Compound::DB00187	DB00187	DrugBank	https://go.drugbank.com/drugs/DB00187	Esmolol
Compound::DB00188	DB00188	DrugBank	https://go.drugbank.com/drugs/DB00188	Bortezomib
Compound::DB00189	DB00189	DrugBank	https://go.drugbank.com/drugs/DB00189	Ethchlorvynol
Compound::DB00190	DB00190	DrugBank	https://go.drugbank.com/drugs/DB00190	Carbidopa
Compound::DB00191	DB00191	DrugBank	https://go.drugbank.com/drugs/DB00191	Phentermine
Compound::DB00192	DB00192	DrugBank	https://go.drugbank.com/drugs/DB00192	Indecainide
Compound::DB00193	DB00193	DrugBank	https://go.drugbank.com/drugs/DB00193	Tramadol
Compound::DB00194	DB00194	DrugBank	https://go.drugbank.com/drugs/DB00194	Vidarabine
Compound::DB00195	DB00195	DrugBank	https://go.drugbank.com/drugs/DB00195	Betaxolol
Compound::DB00196	DB00196	DrugBank	https://go.drugbank.com/drugs/DB00196	Fluconazole
Compound::DB00198	DB00198	DrugBank	https://go.drugbank.com/drugs/DB00198	Oseltamivir
Compound::DB00199	DB00199	DrugBank	https://go.drugbank.com/drugs/DB00199	Erythromycin
Compound::DB00200	DB00200	DrugBank	https://go.drugbank.com/drugs/DB00200	Hydroxocobalamin
Compound::DB00201	DB00201	DrugBank	https://go.drugbank.com/drugs/DB00201	Caffeine
Compound::DB00202	DB00202	DrugBank	https://go.drugbank.com/drugs/DB00202	Succinylcholine
Compound::DB00203	DB00203	DrugBank	https://go.drugbank.com/drugs/DB00203	Sildenafil
Compound::DB00204	DB00204	DrugBank	https://go.drugbank.com/drugs/DB00204	Dofetilide
Compound::DB00205	DB00205	DrugBank	https://go.drugbank.com/drugs/DB00205	Pyrimethamine
Compound::DB00206	DB00206	DrugBank	https://go.drugbank.com/drugs/DB00206	Reserpine
Compound::DB00207	DB00207	DrugBank	https://go.drugbank.com/drugs/DB00207	Azithromycin
Compound::DB00208	DB00208	DrugBank	https://go.drugbank.com/drugs/DB00208	Ticlopidine
Compound::DB00209	DB00209	DrugBank	https://go.drugbank.com/drugs/DB00209	Trospium
Compound::DB00210	DB00210	DrugBank	https://go.drugbank.com/drugs/DB00210	Adapalene
Compound::DB00211	DB00211	DrugBank	https://go.drugbank.com/drugs/DB00211	Midodrine
Compound::DB00212	DB00212	DrugBank	https://go.drugbank.com/drugs/DB00212	Remikiren
Compound::DB00213	DB00213	DrugBank	https://go.drugbank.com/drugs/DB00213	Pantoprazole
Compound::DB00214	DB00214	DrugBank	https://go.drugbank.com/drugs/DB00214	Torasemide
Compound::DB00215	DB00215	DrugBank	https://go.drugbank.com/drugs/DB00215	Citalopram
Compound::DB00216	DB00216	DrugBank	https://go.drugbank.com/drugs/DB00216	Eletriptan
Compound::DB00217	DB00217	DrugBank	https://go.drugbank.com/drugs/DB00217	Bethanidine
Compound::DB00218	DB00218	DrugBank	https://go.drugbank.com/drugs/DB00218	Moxifloxacin
Compound::DB00219	DB00219	DrugBank	https://go.drugbank.com/drugs/DB00219	Oxyphenonium
Compound::DB00220	DB00220	DrugBank	https://go.drugbank.com/drugs/DB00220	Nelfinavir
Compound::DB00221	DB00221	DrugBank	https://go.drugbank.com/drugs/DB00221	Isoetarine
Compound::DB00222	DB00222	DrugBank	https://go.drugbank.com/drugs/DB00222	Glimepiride
Compound::DB00223	DB00223	DrugBank	https://go.drugbank.com/drugs/DB00223	Diflorasone
Compound::DB00224	DB00224	DrugBank	https://go.drugbank.com/drugs/DB00224	Indinavir
Compound::DB00225	DB00225	DrugBank	https://go.drugbank.com/drugs/DB00225	Gadodiamide
Compound::DB00226	DB00226	DrugBank	https://go.drugbank.com/drugs/DB00226	Guanadrel
Compound::DB00227	DB00227	DrugBank	https://go.drugbank.com/drugs/DB00227	Lovastatin
Compound::DB00228	DB00228	DrugBank	https://go.drugbank.com/drugs/DB00228	Enflurane
Compound::DB00229	DB00229	DrugBank	https://go.drugbank.com/drugs/DB00229	Cefotiam
Compound::DB00230	DB00230	DrugBank	https://go.drugbank.com/drugs/DB00230	Pregabalin
Compound::DB00231	DB00231	DrugBank	https://go.drugbank.com/drugs/DB00231	Temazepam
Compound::DB00232	DB00232	DrugBank	https://go.drugbank.com/drugs/DB00232	Methyclothiazide
Compound::DB00233	DB00233	DrugBank	https://go.drugbank.com/drugs/DB00233	Aminosalicylic Acid
Compound::DB00234	DB00234	DrugBank	https://go.drugbank.com/drugs/DB00234	Reboxetine
Compound::DB00235	DB00235	DrugBank	https://go.drugbank.com/drugs/DB00235	Milrinone
Compound::DB00236	DB00236	DrugBank	https://go.drugbank.com/drugs/DB00236	Pipobroman
Compound::DB00237	DB00237	DrugBank	https://go.drugbank.com/drugs/DB00237	Butabarbital
Compound::DB00238	DB00238	DrugBank	https://go.drugbank.com/drugs/DB00238	Nevirapine
Compound::DB00239	DB00239	DrugBank	https://go.drugbank.com/drugs/DB00239	Oxiconazole
Compound::DB00240	DB00240	DrugBank	https://go.drugbank.com/drugs/DB00240	Alclometasone
Compound::DB00241	DB00241	DrugBank	https://go.drugbank.com/drugs/DB00241	Butalbital
Compound::DB00242	DB00242	DrugBank	https://go.drugbank.com/drugs/DB00242	Cladribine
Compound::DB00243	DB00243	DrugBank	https://go.drugbank.com/drugs/DB00243	Ranolazine
Compound::DB00244	DB00244	DrugBank	https://go.drugbank.com/drugs/DB00244	Mesalazine
Compound::DB00245	DB00245	DrugBank	https://go.drugbank.com/drugs/DB00245	Benzatropine
Compound::DB00246	DB00246	DrugBank	https://go.drugbank.com/drugs/DB00246	Ziprasidone
Compound::DB00247	DB00247	DrugBank	https://go.drugbank.com/drugs/DB00247	Methysergide
Compound::DB00248	DB00248	DrugBank	https://go.drugbank.com/drugs/DB00248	Cabergoline
Compound::DB00249	DB00249	DrugBank	https://go.drugbank.com/drugs/DB00249	Idoxuridine
Compound::DB00250	DB00250	DrugBank	https://go.drugbank.com/drugs/DB00250	Dapsone
Compound::DB00251	DB00251	DrugBank	https://go.drugbank.com/drugs/DB00251	Terconazole
Compound::DB00252	DB00252	DrugBank	https://go.drugbank.com/drugs/DB00252	Phenytoin
Compound::DB00253	DB00253	DrugBank	https://go.drugbank.com/drugs/DB00253	Medrysone
Compound::DB00254	DB00254	DrugBank	https://go.drugbank.com/drugs/DB00254	Doxycycline
Compound::DB00255	DB00255	DrugBank	https://go.drugbank.com/drugs/DB00255	Diethylstilbestrol
Compound::DB00256	DB00256	DrugBank	https://go.drugbank.com/drugs/DB00256	Lymecycline
Compound::DB00257	DB00257	DrugBank	https://go.drugbank.com/drugs/DB00257	Clotrimazole
Compound::DB00258	DB00258	DrugBank	https://go.drugbank.com/drugs/DB00258	Calcium Acetate
Compound::DB00259	DB00259	DrugBank	https://go.drugbank.com/drugs/DB00259	Sulfanilamide
Compound::DB00260	DB00260	DrugBank	https://go.drugbank.com/drugs/DB00260	Cycloserine
Compound::DB00261	DB00261	DrugBank	https://go.drugbank.com/drugs/DB00261	Anagrelide
Compound::DB00262	DB00262	DrugBank	https://go.drugbank.com/drugs/DB00262	Carmustine
Compound::DB00263	DB00263	DrugBank	https://go.drugbank.com/drugs/DB00263	Sulfisoxazole
Compound::DB00264	DB00264	DrugBank	https://go.drugbank.com/drugs/DB00264	Metoprolol
Compound::DB00265	DB00265	DrugBank	https://go.drugbank.com/drugs/DB00265	Crotamiton
Compound::DB00266	DB00266	DrugBank	https://go.drugbank.com/drugs/DB00266	Dicoumarol
Compound::DB00267	DB00267	DrugBank	https://go.drugbank.com/drugs/DB00267	Cefmenoxime
Compound::DB00268	DB00268	DrugBank	https://go.drugbank.com/drugs/DB00268	Ropinirole
Compound::DB00270	DB00270	DrugBank	https://go.drugbank.com/drugs/DB00270	Isradipine
Compound::DB00271	DB00271	DrugBank	https://go.drugbank.com/drugs/DB00271	Diatrizoate
Compound::DB00272	DB00272	DrugBank	https://go.drugbank.com/drugs/DB00272	Betazole
Compound::DB00273	DB00273	DrugBank	https://go.drugbank.com/drugs/DB00273	Topiramate
Compound::DB00274	DB00274	DrugBank	https://go.drugbank.com/drugs/DB00274	Cefmetazole
Compound::DB00275	DB00275	DrugBank	https://go.drugbank.com/drugs/DB00275	Olmesartan
Compound::DB00276	DB00276	DrugBank	https://go.drugbank.com/drugs/DB00276	Amsacrine
Compound::DB00277	DB00277	DrugBank	https://go.drugbank.com/drugs/DB00277	Theophylline
Compound::DB00278	DB00278	DrugBank	https://go.drugbank.com/drugs/DB00278	Argatroban
Compound::DB00279	DB00279	DrugBank	https://go.drugbank.com/drugs/DB00279	Liothyronine
Compound::DB00280	DB00280	DrugBank	https://go.drugbank.com/drugs/DB00280	Disopyramide
Compound::DB00281	DB00281	DrugBank	https://go.drugbank.com/drugs/DB00281	Lidocaine
Compound::DB00282	DB00282	DrugBank	https://go.drugbank.com/drugs/DB00282	Pamidronate
Compound::DB00283	DB00283	DrugBank	https://go.drugbank.com/drugs/DB00283	Clemastine
Compound::DB00284	DB00284	DrugBank	https://go.drugbank.com/drugs/DB00284	Acarbose
Compound::DB00285	DB00285	DrugBank	https://go.drugbank.com/drugs/DB00285	Venlafaxine
Compound::DB00286	DB00286	DrugBank	https://go.drugbank.com/drugs/DB00286	Conjugated Estrogens
Compound::DB00287	DB00287	DrugBank	https://go.drugbank.com/drugs/DB00287	Travoprost
Compound::DB00288	DB00288	DrugBank	https://go.drugbank.com/drugs/DB00288	Amcinonide
Compound::DB00289	DB00289	DrugBank	https://go.drugbank.com/drugs/DB00289	Atomoxetine
Compound::DB00290	DB00290	DrugBank	https://go.drugbank.com/drugs/DB00290	Bleomycin
Compound::DB00291	DB00291	DrugBank	https://go.drugbank.com/drugs/DB00291	Chlorambucil
Compound::DB00292	DB00292	DrugBank	https://go.drugbank.com/drugs/DB00292	Etomidate
Compound::DB00293	DB00293	DrugBank	https://go.drugbank.com/drugs/DB00293	Raltitrexed
Compound::DB00294	DB00294	DrugBank	https://go.drugbank.com/drugs/DB00294	Etonogestrel
Compound::DB00295	DB00295	DrugBank	https://go.drugbank.com/drugs/DB00295	Morphine
Compound::DB00296	DB00296	DrugBank	https://go.drugbank.com/drugs/DB00296	Ropivacaine
Compound::DB00297	DB00297	DrugBank	https://go.drugbank.com/drugs/DB00297	Bupivacaine
Compound::DB00298	DB00298	DrugBank	https://go.drugbank.com/drugs/DB00298	Dapiprazole
Compound::DB00299	DB00299	DrugBank	https://go.drugbank.com/drugs/DB00299	Penciclovir
Compound::DB00300	DB00300	DrugBank	https://go.drugbank.com/drugs/DB00300	Tenofovir
Compound::DB00301	DB00301	DrugBank	https://go.drugbank.com/drugs/DB00301	Flucloxacillin
Compound::DB00302	DB00302	DrugBank	https://go.drugbank.com/drugs/DB00302	Tranexamic Acid
Compound::DB00303	DB00303	DrugBank	https://go.drugbank.com/drugs/DB00303	Ertapenem
Compound::DB00304	DB00304	DrugBank	https://go.drugbank.com/drugs/DB00304	Desogestrel
Compound::DB00305	DB00305	DrugBank	https://go.drugbank.com/drugs/DB00305	Mitomycin
Compound::DB00306	DB00306	DrugBank	https://go.drugbank.com/drugs/DB00306	Talbutal
Compound::DB00307	DB00307	DrugBank	https://go.drugbank.com/drugs/DB00307	Bexarotene
Compound::DB00308	DB00308	DrugBank	https://go.drugbank.com/drugs/DB00308	Ibutilide
Compound::DB00309	DB00309	DrugBank	https://go.drugbank.com/drugs/DB00309	Vindesine
Compound::DB00310	DB00310	DrugBank	https://go.drugbank.com/drugs/DB00310	Chlorthalidone
Compound::DB00312	DB00312	DrugBank	https://go.drugbank.com/drugs/DB00312	Pentobarbital
Compound::DB00313	DB00313	DrugBank	https://go.drugbank.com/drugs/DB00313	Valproic Acid
Compound::DB00314	DB00314	DrugBank	https://go.drugbank.com/drugs/DB00314	Capreomycin
Compound::DB00315	DB00315	DrugBank	https://go.drugbank.com/drugs/DB00315	Zolmitriptan
Compound::DB00316	DB00316	DrugBank	https://go.drugbank.com/drugs/DB00316	Acetaminophen
Compound::DB00317	DB00317	DrugBank	https://go.drugbank.com/drugs/DB00317	Gefitinib
Compound::DB00318	DB00318	DrugBank	https://go.drugbank.com/drugs/DB00318	Codeine
Compound::DB00319	DB00319	DrugBank	https://go.drugbank.com/drugs/DB00319	Piperacillin
Compound::DB00320	DB00320	DrugBank	https://go.drugbank.com/drugs/DB00320	Dihydroergotamine
Compound::DB00321	DB00321	DrugBank	https://go.drugbank.com/drugs/DB00321	Amitriptyline
Compound::DB00322	DB00322	DrugBank	https://go.drugbank.com/drugs/DB00322	Floxuridine
Compound::DB00323	DB00323	DrugBank	https://go.drugbank.com/drugs/DB00323	Tolcapone
Compound::DB00324	DB00324	DrugBank	https://go.drugbank.com/drugs/DB00324	Fluorometholone
Compound::DB00325	DB00325	DrugBank	https://go.drugbank.com/drugs/DB00325	Nitroprusside
Compound::DB00326	DB00326	DrugBank	https://go.drugbank.com/drugs/DB00326	Calcium Gluceptate
Compound::DB00327	DB00327	DrugBank	https://go.drugbank.com/drugs/DB00327	Hydromorphone
Compound::DB00328	DB00328	DrugBank	https://go.drugbank.com/drugs/DB00328	Indomethacin
Compound::DB00330	DB00330	DrugBank	https://go.drugbank.com/drugs/DB00330	Ethambutol
Compound::DB00331	DB00331	DrugBank	https://go.drugbank.com/drugs/DB00331	Metformin
Compound::DB00332	DB00332	DrugBank	https://go.drugbank.com/drugs/DB00332	Ipratropium Bromide
Compound::DB00333	DB00333	DrugBank	https://go.drugbank.com/drugs/DB00333	Methadone
Compound::DB00334	DB00334	DrugBank	https://go.drugbank.com/drugs/DB00334	Olanzapine
Compound::DB00335	DB00335	DrugBank	https://go.drugbank.com/drugs/DB00335	Atenolol
Compound::DB00336	DB00336	DrugBank	https://go.drugbank.com/drugs/DB00336	Nitrofural
Compound::DB00337	DB00337	DrugBank	https://go.drugbank.com/drugs/DB00337	Pimecrolimus
Compound::DB00338	DB00338	DrugBank	https://go.drugbank.com/drugs/DB00338	Omeprazole
Compound::DB00339	DB00339	DrugBank	https://go.drugbank.com/drugs/DB00339	Pyrazinamide
Compound::DB00340	DB00340	DrugBank	https://go.drugbank.com/drugs/DB00340	Metixene
Compound::DB00341	DB00341	DrugBank	https://go.drugbank.com/drugs/DB00341	Cetirizine
Compound::DB00343	DB00343	DrugBank	https://go.drugbank.com/drugs/DB00343	Diltiazem
Compound::DB00344	DB00344	DrugBank	https://go.drugbank.com/drugs/DB00344	Protriptyline
Compound::DB00345	DB00345	DrugBank	https://go.drugbank.com/drugs/DB00345	Aminohippurate
Compound::DB00346	DB00346	DrugBank	https://go.drugbank.com/drugs/DB00346	Alfuzosin
Compound::DB00347	DB00347	DrugBank	https://go.drugbank.com/drugs/DB00347	Trimethadione
Compound::DB00348	DB00348	DrugBank	https://go.drugbank.com/drugs/DB00348	Nitisinone
Compound::DB00349	DB00349	DrugBank	https://go.drugbank.com/drugs/DB00349	Clobazam
Compound::DB00350	DB00350	DrugBank	https://go.drugbank.com/drugs/DB00350	Minoxidil
Compound::DB00351	DB00351	DrugBank	https://go.drugbank.com/drugs/DB00351	Megestrol Acetate
Compound::DB00352	DB00352	DrugBank	https://go.drugbank.com/drugs/DB00352	Tioguanine
Compound::DB00353	DB00353	DrugBank	https://go.drugbank.com/drugs/DB00353	Methylergometrine
Compound::DB00354	DB00354	DrugBank	https://go.drugbank.com/drugs/DB00354	Buclizine
Compound::DB00355	DB00355	DrugBank	https://go.drugbank.com/drugs/DB00355	Aztreonam
Compound::DB00356	DB00356	DrugBank	https://go.drugbank.com/drugs/DB00356	Chlorzoxazone
Compound::DB00357	DB00357	DrugBank	https://go.drugbank.com/drugs/DB00357	Aminoglutethimide
Compound::DB00358	DB00358	DrugBank	https://go.drugbank.com/drugs/DB00358	Mefloquine
Compound::DB00359	DB00359	DrugBank	https://go.drugbank.com/drugs/DB00359	Sulfadiazine
Compound::DB00360	DB00360	DrugBank	https://go.drugbank.com/drugs/DB00360	Tetrahydrobiopterin
Compound::DB00361	DB00361	DrugBank	https://go.drugbank.com/drugs/DB00361	Vinorelbine
Compound::DB00362	DB00362	DrugBank	https://go.drugbank.com/drugs/DB00362	Anidulafungin
Compound::DB00363	DB00363	DrugBank	https://go.drugbank.com/drugs/DB00363	Clozapine
Compound::DB00364	DB00364	DrugBank	https://go.drugbank.com/drugs/DB00364	Sucralfate
Compound::DB00366	DB00366	DrugBank	https://go.drugbank.com/drugs/DB00366	Doxylamine
Compound::DB00367	DB00367	DrugBank	https://go.drugbank.com/drugs/DB00367	Levonorgestrel
Compound::DB00368	DB00368	DrugBank	https://go.drugbank.com/drugs/DB00368	Norepinephrine
Compound::DB00369	DB00369	DrugBank	https://go.drugbank.com/drugs/DB00369	Cidofovir
Compound::DB00370	DB00370	DrugBank	https://go.drugbank.com/drugs/DB00370	Mirtazapine
Compound::DB00371	DB00371	DrugBank	https://go.drugbank.com/drugs/DB00371	Meprobamate
Compound::DB00373	DB00373	DrugBank	https://go.drugbank.com/drugs/DB00373	Timolol
Compound::DB00374	DB00374	DrugBank	https://go.drugbank.com/drugs/DB00374	Treprostinil
Compound::DB00375	DB00375	DrugBank	https://go.drugbank.com/drugs/DB00375	Colestipol
Compound::DB00376	DB00376	DrugBank	https://go.drugbank.com/drugs/DB00376	Trihexyphenidyl
Compound::DB00377	DB00377	DrugBank	https://go.drugbank.com/drugs/DB00377	Palonosetron
Compound::DB00378	DB00378	DrugBank	https://go.drugbank.com/drugs/DB00378	Dydrogesterone
Compound::DB00379	DB00379	DrugBank	https://go.drugbank.com/drugs/DB00379	Mexiletine
Compound::DB00380	DB00380	DrugBank	https://go.drugbank.com/drugs/DB00380	Dexrazoxane
Compound::DB00381	DB00381	DrugBank	https://go.drugbank.com/drugs/DB00381	Amlodipine
Compound::DB00383	DB00383	DrugBank	https://go.drugbank.com/drugs/DB00383	Oxyphencyclimine
Compound::DB00384	DB00384	DrugBank	https://go.drugbank.com/drugs/DB00384	Triamterene
Compound::DB00385	DB00385	DrugBank	https://go.drugbank.com/drugs/DB00385	Valrubicin
Compound::DB00387	DB00387	DrugBank	https://go.drugbank.com/drugs/DB00387	Procyclidine
Compound::DB00388	DB00388	DrugBank	https://go.drugbank.com/drugs/DB00388	Phenylephrine
Compound::DB00389	DB00389	DrugBank	https://go.drugbank.com/drugs/DB00389	Carbimazole
Compound::DB00390	DB00390	DrugBank	https://go.drugbank.com/drugs/DB00390	Digoxin
Compound::DB00391	DB00391	DrugBank	https://go.drugbank.com/drugs/DB00391	Sulpiride
Compound::DB00392	DB00392	DrugBank	https://go.drugbank.com/drugs/DB00392	Ethopropazine
Compound::DB00393	DB00393	DrugBank	https://go.drugbank.com/drugs/DB00393	Nimodipine
Compound::DB00394	DB00394	DrugBank	https://go.drugbank.com/drugs/DB00394	Beclomethasone
Compound::DB00395	DB00395	DrugBank	https://go.drugbank.com/drugs/DB00395	Carisoprodol
Compound::DB00396	DB00396	DrugBank	https://go.drugbank.com/drugs/DB00396	Progesterone
Compound::DB00397	DB00397	DrugBank	https://go.drugbank.com/drugs/DB00397	Phenylpropanolamine
Compound::DB00398	DB00398	DrugBank	https://go.drugbank.com/drugs/DB00398	Sorafenib
Compound::DB00399	DB00399	DrugBank	https://go.drugbank.com/drugs/DB00399	Zoledronate
Compound::DB00400	DB00400	DrugBank	https://go.drugbank.com/drugs/DB00400	Griseofulvin
Compound::DB00401	DB00401	DrugBank	https://go.drugbank.com/drugs/DB00401	Nisoldipine
Compound::DB00402	DB00402	DrugBank	https://go.drugbank.com/drugs/DB00402	Eszopiclone
Compound::DB00403	DB00403	DrugBank	https://go.drugbank.com/drugs/DB00403	Ceruletide
Compound::DB00404	DB00404	DrugBank	https://go.drugbank.com/drugs/DB00404	Alprazolam
Compound::DB00405	DB00405	DrugBank	https://go.drugbank.com/drugs/DB00405	Dexbrompheniramine
Compound::DB00406	DB00406	DrugBank	https://go.drugbank.com/drugs/DB00406	Gentian Violet
Compound::DB00407	DB00407	DrugBank	https://go.drugbank.com/drugs/DB00407	Ardeparin
Compound::DB00408	DB00408	DrugBank	https://go.drugbank.com/drugs/DB00408	Loxapine
Compound::DB00409	DB00409	DrugBank	https://go.drugbank.com/drugs/DB00409	Remoxipride
Compound::DB00410	DB00410	DrugBank	https://go.drugbank.com/drugs/DB00410	Mupirocin
Compound::DB00411	DB00411	DrugBank	https://go.drugbank.com/drugs/DB00411	Carbachol
Compound::DB00412	DB00412	DrugBank	https://go.drugbank.com/drugs/DB00412	Rosiglitazone
Compound::DB00413	DB00413	DrugBank	https://go.drugbank.com/drugs/DB00413	Pramipexole
Compound::DB00415	DB00415	DrugBank	https://go.drugbank.com/drugs/DB00415	Ampicillin
Compound::DB00417	DB00417	DrugBank	https://go.drugbank.com/drugs/DB00417	Penicillin V
