disease_id	external_id	source	url	name
Disease::DOID:11239	DOID:11239	DOID	https://disease-ontology.org/?id=DOID:11239	Appendix Cancer
Disease::DOID:11476	DOID:11476	DOID	https://disease-ontology.org/?id=DOID:11476	Osteoporosis
Disease::DOID:11555	DOID:11555	DOID	https://disease-ontology.org/?id=DOID:11555	Fuchs' Endothelial Dystrophy
Disease::DOID:11612	DOID:11612	DOID	https://disease-ontology.org/?id=DOID:11612	Polycystic Ovary Syndrome
Disease::DOID:11615	DOID:11615	DOID	https://disease-ontology.org/?id=DOID:11615	Penile Cancer
Disease::DOID:11714	DOID:11714	DOID	https://disease-ontology.org/?id=DOID:11714	Gestational Diabetes
Disease::DOID:11819	DOID:11819	DOID	https://disease-ontology.org/?id=DOID:11819	Ureter Cancer
Disease::DOID:119	DOID:119	DOID	https://disease-ontology.org/?id=DOID:119	Vaginal Cancer
Disease::DOID:1192	DOID:1192	DOID	https://disease-ontology.org/?id=DOID:1192	Peripheral Nervous System Neoplasm
Disease::DOID:11920	DOID:11920	DOID	https://disease-ontology.org/?id=DOID:11920	Tracheal Cancer
Disease::DOID:11934	DOID:11934	DOID	https://disease-ontology.org/?id=DOID:11934	Head And Neck Cancer
Disease::DOID:11949	DOID:11949	DOID	https://disease-ontology.org/?id=DOID:11949	Creutzfeldt-jakob Disease
Disease::DOID:12185	DOID:12185	DOID	https://disease-ontology.org/?id=DOID:12185	Otosclerosis
Disease::DOID:12236	DOID:12236	DOID	https://disease-ontology.org/?id=DOID:12236	Primary Biliary Cirrhosis
Disease::DOID:12306	DOID:12306	DOID	https://disease-ontology.org/?id=DOID:12306	Vitiligo
Disease::DOID:12361	DOID:12361	DOID	https://disease-ontology.org/?id=DOID:12361	Graves' Disease
Disease::DOID:12365	DOID:12365	DOID	https://disease-ontology.org/?id=DOID:12365	Malaria
Disease::DOID:1245	DOID:1245	DOID	https://disease-ontology.org/?id=DOID:1245	Vulva Cancer
Disease::DOID:12849	DOID:12849	DOID	https://disease-ontology.org/?id=DOID:12849	Autistic Disorder
Disease::DOID:12930	DOID:12930	DOID	https://disease-ontology.org/?id=DOID:12930	Dilated Cardiomyopathy
Disease::DOID:12995	DOID:12995	DOID	https://disease-ontology.org/?id=DOID:12995	Conduct Disorder
Disease::DOID:1312	DOID:1312	DOID	https://disease-ontology.org/?id=DOID:1312	Focal Segmental Glomerulosclerosis
Disease::DOID:13189	DOID:13189	DOID	https://disease-ontology.org/?id=DOID:13189	Gout
Disease::DOID:1319	DOID:1319	DOID	https://disease-ontology.org/?id=DOID:1319	Brain Cancer
Disease::DOID:13223	DOID:13223	DOID	https://disease-ontology.org/?id=DOID:13223	Uterine Fibroid
Disease::DOID:1324	DOID:1324	DOID	https://disease-ontology.org/?id=DOID:1324	Lung Cancer
Disease::DOID:13241	DOID:13241	DOID	https://disease-ontology.org/?id=DOID:13241	Behcet's Disease
Disease::DOID:13378	DOID:13378	DOID	https://disease-ontology.org/?id=DOID:13378	Kawasaki Disease
Disease::DOID:13499	DOID:13499	DOID	https://disease-ontology.org/?id=DOID:13499	Jejunal Cancer
Disease::DOID:14004	DOID:14004	DOID	https://disease-ontology.org/?id=DOID:14004	Thoracic Aortic Aneurysm
Disease::DOID:14221	DOID:14221	DOID	https://disease-ontology.org/?id=DOID:14221	Metabolic Syndrome X
Disease::DOID:14227	DOID:14227	DOID	https://disease-ontology.org/?id=DOID:14227	Azoospermia
Disease::DOID:14268	DOID:14268	DOID	https://disease-ontology.org/?id=DOID:14268	Sclerosing Cholangitis
Disease::DOID:14330	DOID:14330	DOID	https://disease-ontology.org/?id=DOID:14330	Parkinson's Disease
Disease::DOID:1459	DOID:1459	DOID	https://disease-ontology.org/?id=DOID:1459	Hypothyroidism
Disease::DOID:1595	DOID:1595	DOID	https://disease-ontology.org/?id=DOID:1595	Endogenous Depression
Disease::DOID:1612	DOID:1612	DOID	https://disease-ontology.org/?id=DOID:1612	Breast Cancer
Disease::DOID:1686	DOID:1686	DOID	https://disease-ontology.org/?id=DOID:1686	Glaucoma
Disease::DOID:1725	DOID:1725	DOID	https://disease-ontology.org/?id=DOID:1725	Peritoneum Cancer
Disease::DOID:175	DOID:175	DOID	https://disease-ontology.org/?id=DOID:175	Vascular Cancer
Disease::DOID:1781	DOID:1781	DOID	https://disease-ontology.org/?id=DOID:1781	Thyroid Cancer
Disease::DOID:1790	DOID:1790	DOID	https://disease-ontology.org/?id=DOID:1790	Malignant Mesothelioma
Disease::DOID:1793	DOID:1793	DOID	https://disease-ontology.org/?id=DOID:1793	Pancreatic Cancer
Disease::DOID:1826	DOID:1826	DOID	https://disease-ontology.org/?id=DOID:1826	Epilepsy Syndrome
Disease::DOID:184	DOID:184	DOID	https://disease-ontology.org/?id=DOID:184	Bone Cancer
Disease::DOID:1909	DOID:1909	DOID	https://disease-ontology.org/?id=DOID:1909	Melanoma
Disease::DOID:1936	DOID:1936	DOID	https://disease-ontology.org/?id=DOID:1936	Atherosclerosis
Disease::DOID:1964	DOID:1964	DOID	https://disease-ontology.org/?id=DOID:1964	Fallopian Tube Cancer
Disease::DOID:1993	DOID:1993	DOID	https://disease-ontology.org/?id=DOID:1993	Rectum Cancer
Disease::DOID:2043	DOID:2043	DOID	https://disease-ontology.org/?id=DOID:2043	Hepatitis B
Disease::DOID:216	DOID:216	DOID	https://disease-ontology.org/?id=DOID:216	Dental Caries
Disease::DOID:2174	DOID:2174	DOID	https://disease-ontology.org/?id=DOID:2174	Ocular Cancer
Disease::DOID:219	DOID:219	DOID	https://disease-ontology.org/?id=DOID:219	Colon Cancer
Disease::DOID:2355	DOID:2355	DOID	https://disease-ontology.org/?id=DOID:2355	Anemia
Disease::DOID:2377	DOID:2377	DOID	https://disease-ontology.org/?id=DOID:2377	Multiple Sclerosis
Disease::DOID:2394	DOID:2394	DOID	https://disease-ontology.org/?id=DOID:2394	Ovarian Cancer
Disease::DOID:2531	DOID:2531	DOID	https://disease-ontology.org/?id=DOID:2531	Hematologic Cancer
Disease::DOID:2596	DOID:2596	DOID	https://disease-ontology.org/?id=DOID:2596	Larynx Cancer
Disease::DOID:263	DOID:263	DOID	https://disease-ontology.org/?id=DOID:263	Kidney Cancer
Disease::DOID:2841	DOID:2841	DOID	https://disease-ontology.org/?id=DOID:2841	Asthma
Disease::DOID:2986	DOID:2986	DOID	https://disease-ontology.org/?id=DOID:2986	Iga Glomerulonephritis
Disease::DOID:2994	DOID:2994	DOID	https://disease-ontology.org/?id=DOID:2994	Germ Cell Cancer
Disease::DOID:2998	DOID:2998	DOID	https://disease-ontology.org/?id=DOID:2998	Testicular Cancer
Disease::DOID:3070	DOID:3070	DOID	https://disease-ontology.org/?id=DOID:3070	Malignant Glioma
Disease::DOID:3083	DOID:3083	DOID	https://disease-ontology.org/?id=DOID:3083	Chronic Obstructive Pulmonary Disease
Disease::DOID:3121	DOID:3121	DOID	https://disease-ontology.org/?id=DOID:3121	Gallbladder Cancer
Disease::DOID:3277	DOID:3277	DOID	https://disease-ontology.org/?id=DOID:3277	Thymus Cancer
Disease::DOID:3310	DOID:3310	DOID	https://disease-ontology.org/?id=DOID:3310	Atopic Dermatitis
Disease::DOID:3312	DOID:3312	DOID	https://disease-ontology.org/?id=DOID:3312	Bipolar Disorder
Disease::DOID:332	DOID:332	DOID	https://disease-ontology.org/?id=DOID:332	Amyotrophic Lateral Sclerosis
Disease::DOID:3393	DOID:3393	DOID	https://disease-ontology.org/?id=DOID:3393	Coronary Artery Disease
Disease::DOID:3565	DOID:3565	DOID	https://disease-ontology.org/?id=DOID:3565	Meningioma
Disease::DOID:3571	DOID:3571	DOID	https://disease-ontology.org/?id=DOID:3571	Liver Cancer
Disease::DOID:363	DOID:363	DOID	https://disease-ontology.org/?id=DOID:363	Uterine Cancer
Disease::DOID:3953	DOID:3953	DOID	https://disease-ontology.org/?id=DOID:3953	Adrenal Gland Cancer
Disease::DOID:4045	DOID:4045	DOID	https://disease-ontology.org/?id=DOID:4045	Muscle Cancer
Disease::DOID:4159	DOID:4159	DOID	https://disease-ontology.org/?id=DOID:4159	Skin Cancer
Disease::DOID:418	DOID:418	DOID	https://disease-ontology.org/?id=DOID:418	Systemic Scleroderma
Disease::DOID:4362	DOID:4362	DOID	https://disease-ontology.org/?id=DOID:4362	Cervical Cancer
Disease::DOID:4481	DOID:4481	DOID	https://disease-ontology.org/?id=DOID:4481	Allergic Rhinitis
Disease::DOID:4606	DOID:4606	DOID	https://disease-ontology.org/?id=DOID:4606	Bile Duct Cancer
Disease::DOID:4989	DOID:4989	DOID	https://disease-ontology.org/?id=DOID:4989	Pancreatitis
Disease::DOID:5041	DOID:5041	DOID	https://disease-ontology.org/?id=DOID:5041	Esophageal Cancer
Disease::DOID:5099	DOID:5099	DOID	https://disease-ontology.org/?id=DOID:5099	Middle Ear Cancer
Disease::DOID:5408	DOID:5408	DOID	https://disease-ontology.org/?id=DOID:5408	Paget's Disease Of Bone
Disease::DOID:5419	DOID:5419	DOID	https://disease-ontology.org/?id=DOID:5419	Schizophrenia
Disease::DOID:5559	DOID:5559	DOID	https://disease-ontology.org/?id=DOID:5559	Mediastinal Cancer
Disease::DOID:5612	DOID:5612	DOID	https://disease-ontology.org/?id=DOID:5612	Spinal Cancer
Disease::DOID:585	DOID:585	DOID	https://disease-ontology.org/?id=DOID:585	Nephrolithiasis
Disease::DOID:5875	DOID:5875	DOID	https://disease-ontology.org/?id=DOID:5875	Retroperitoneal Cancer
Disease::DOID:594	DOID:594	DOID	https://disease-ontology.org/?id=DOID:594	Panic Disorder
Disease::DOID:635	DOID:635	DOID	https://disease-ontology.org/?id=DOID:635	Acquired Immunodeficiency Syndrome
Disease::DOID:6364	DOID:6364	DOID	https://disease-ontology.org/?id=DOID:6364	Migraine
Disease::DOID:7147	DOID:7147	DOID	https://disease-ontology.org/?id=DOID:7147	Ankylosing Spondylitis
Disease::DOID:7148	DOID:7148	DOID	https://disease-ontology.org/?id=DOID:7148	Rheumatoid Arthritis
Disease::DOID:7693	DOID:7693	DOID	https://disease-ontology.org/?id=DOID:7693	Abdominal Aortic Aneurysm
Disease::DOID:784	DOID:784	DOID	https://disease-ontology.org/?id=DOID:784	Chronic Kidney Failure
Disease::DOID:824	DOID:824	DOID	https://disease-ontology.org/?id=DOID:824	Periodontitis
Disease::DOID:8398	DOID:8398	DOID	https://disease-ontology.org/?id=DOID:8398	Osteoarthritis
Disease::DOID:8577	DOID:8577	DOID	https://disease-ontology.org/?id=DOID:8577	Ulcerative Colitis
Disease::DOID:8778	DOID:8778	DOID	https://disease-ontology.org/?id=DOID:8778	Crohn's Disease
Disease::DOID:8850	DOID:8850	DOID	https://disease-ontology.org/?id=DOID:8850	Salivary Gland Cancer
Disease::DOID:8893	DOID:8893	DOID	https://disease-ontology.org/?id=DOID:8893	Psoriasis
Disease::DOID:8986	DOID:8986	DOID	https://disease-ontology.org/?id=DOID:8986	Narcolepsy
Disease::DOID:90	DOID:90	DOID	https://disease-ontology.org/?id=DOID:90	Degenerative Disc Disease
Disease::DOID:9008	DOID:9008	DOID	https://disease-ontology.org/?id=DOID:9008	Psoriatic Arthritis
Disease::DOID:9074	DOID:9074	DOID	https://disease-ontology.org/?id=DOID:9074	Systemic Lupus Erythematosus
Disease::DOID:9206	DOID:9206	DOID	https://disease-ontology.org/?id=DOID:9206	Barrett's Esophagus
Disease::DOID:9296	DOID:9296	DOID	https://disease-ontology.org/?id=DOID:9296	Cleft Lip
Disease::DOID:9352	DOID:9352	DOID	https://disease-ontology.org/?id=DOID:9352	Type 2 Diabetes Mellitus
Disease::DOID:9744	DOID:9744	DOID	https://disease-ontology.org/?id=DOID:9744	Type 1 Diabetes Mellitus
Disease::DOID:9835	DOID:9835	DOID	https://disease-ontology.org/?id=DOID:9835	Refractive Error
Disease::DOID:986	DOID:986	DOID	https://disease-ontology.org/?id=DOID:986	Alopecia Areata
Disease::DOID:9917	DOID:9917	DOID	https://disease-ontology.org/?id=DOID:9917	Pleural Cancer
Disease::DOID:9970	DOID:9970	DOID	https://disease-ontology.org/?id=DOID:9970	Obesity
